Time       moves_acc moves_gen     G(r)_1     S(Q)_1
114545.566     1869785    14011372  0.788E-03  0.656E-03
115545.513     1898542    14281490  0.776E-03  0.649E-03
120545.633     1927752    14551234  0.798E-03  0.642E-03
121545.589     1956674    14820862  0.786E-03  0.637E-03
122545.515     1985513    15090929  0.793E-03  0.631E-03
123545.545     2014454    15360789  0.822E-03  0.623E-03
124545.653     2043540    15630783  0.801E-03  0.617E-03
125545.653     2072657    15900205  0.825E-03  0.610E-03
130545.535     2101744    16168790  0.817E-03  0.603E-03
131545.646     2130981    16439097  0.819E-03  0.599E-03
132545.718     2159849    16708902  0.804E-03  0.595E-03
133545.619     2188925    16978508  0.811E-03  0.588E-03
134545.681     2217873    17247841  0.810E-03  0.584E-03
135545.818     2247126    17517957  0.820E-03  0.578E-03
140545.797     2275945    17787253  0.832E-03  0.574E-03
141545.623     2305179    18056949  0.828E-03  0.569E-03
142545.608     2334557    18327445  0.829E-03  0.565E-03
143545.537     2363843    18597591  0.833E-03  0.561E-03
144545.908     2393024    18867912  0.830E-03  0.557E-03
145545.780     2422210    19137436  0.836E-03  0.552E-03
150545.591     2451254    19405130  0.863E-03  0.547E-03
151545.572     2480271    19675882  0.837E-03  0.544E-03
152545.853     2509447    19946234  0.856E-03  0.540E-03
153545.555     2538501    20215842  0.855E-03  0.536E-03
154546.399     2567694    20485128  0.873E-03  0.532E-03
155545.619     2596704    20755226  0.860E-03  0.529E-03
160545.550     2625830    21024740  0.856E-03  0.526E-03
161545.686     2655066    21295006  0.876E-03  0.521E-03
162545.606     2684403    21565538  0.859E-03  0.519E-03
163546.400     2713779    21836729  0.895E-03  0.514E-03
164547.380     2743130    22107006  0.884E-03  0.511E-03
165545.517     2772184    22375949  0.872E-03  0.508E-03
170545.555     2801342    22646033  0.883E-03  0.505E-03
171545.680     2830233    22915863  0.867E-03  0.503E-03
172545.616     2859417    23186064  0.878E-03  0.500E-03
173545.566     2888545    23456802  0.912E-03  0.496E-03
174545.490     2917530    23726965  0.866E-03  0.494E-03
175545.500     2946652    23997257  0.894E-03  0.490E-03
180545.476     2975815    24268241  0.876E-03  0.489E-03
181545.478     3004591    24538522  0.911E-03  0.485E-03
182545.486     3033807    24809379  0.897E-03  0.483E-03
183545.479     3062918    25080302  0.917E-03  0.479E-03
184545.521     3092164    25350528  0.902E-03  0.478E-03
185545.480     3121332    25621370  0.906E-03  0.476E-03
190545.525     3150498    25891613  0.896E-03  0.474E-03
191545.515     3179597    26161007  0.896E-03  0.470E-03
192545.500     3208664    26430899  0.903E-03  0.468E-03
193545.516     3237851    26701285  0.901E-03  0.466E-03
194545.511     3267011    26971367  0.921E-03  0.464E-03
195545.669     3296041    27241408  0.900E-03  0.461E-03
200545.639     3325227    27511906  0.892E-03  0.460E-03
201545.645     3354418    27782471  0.924E-03  0.457E-03
202545.505     3383687    28053371  0.915E-03  0.454E-03
203545.535     3412888    28323926  0.916E-03  0.452E-03
204545.522     3441494    28590793  0.940E-03  0.449E-03
205545.530     3470803    28861068  0.957E-03  0.446E-03
210545.531     3500213    29131782  0.924E-03  0.446E-03
211545.519     3529416    29401711  0.952E-03  0.443E-03
212545.507     3558420    29671267  0.940E-03  0.441E-03
213545.520     3587395    29940310  0.936E-03  0.440E-03
214545.517     3616572    30210586  0.925E-03  0.438E-03
215545.546     3645668    30480725  0.922E-03  0.436E-03
220545.585     3674999    30750152  0.958E-03  0.433E-03
221545.514     3704669    31024723  0.936E-03  0.433E-03
222545.525     3734731    31301538  0.921E-03  0.431E-03
223545.654     3764740    31578134  0.961E-03  0.428E-03
224545.743     3794769    31854591  0.938E-03  0.427E-03
225545.733     3823996    32124755  0.944E-03  0.425E-03
230545.690     3853106    32394888  0.957E-03  0.423E-03
