 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-O ,Ti-Ti,Ti-O ,O-O  
   1.15000 ,    -0.497988634293588E+01 ,    -0.413898643901517E+00 ,     0.334861837326442E-01 ,    -0.516839662800995E+01 ,     0.138610779682413E+01 ,    -0.214374225227670E+01 , 
   1.16000 ,    -0.983258089029836E+01 ,     0.330846223029006E+01 ,     0.600607379882980E+00 ,    -0.102387092761076E+02 ,     0.688311198638363E+00 ,    -0.221166293857526E+01 , 
   1.17000 ,    -0.125364145371075E+02 ,     0.516750676240609E+01 ,     0.874599435958009E+00 ,    -0.130378247510698E+02 ,    -0.414108773681668E-01 ,    -0.208972779388781E+01 , 
   1.18000 ,    -0.131508554256840E+02 ,     0.544279864786473E+01 ,     0.885490260408605E+00 ,    -0.136325417593408E+02 ,    -0.721206556855010E+00 ,    -0.182239305965100E+01 , 
   1.19000 ,    -0.120277001576232E+02 ,     0.458182715894638E+01 ,     0.697938602007541E+00 ,    -0.124007529849475E+02 ,    -0.125130961288581E+01 ,    -0.148544747461230E+01 , 
   1.20000 ,    -0.972468044552962E+01 ,     0.308994522714484E+01 ,     0.395518630009764E+00 ,    -0.993863353439208E+01 ,    -0.153909473830516E+01 ,    -0.116718565470008E+01 , 
   1.21000 ,    -0.689443764253155E+01 ,     0.143150067320152E+01 ,     0.638011578886047E-01 ,    -0.694129772526316E+01 ,    -0.152567652593449E+01 ,    -0.947106999994891E+00 , 
   1.22000 ,    -0.416922082567414E+01 ,    -0.403049032731646E-01 ,    -0.224559065977349E+00 ,    -0.407903078370213E+01 ,    -0.120653403909185E+01 ,    -0.877259778867305E+00 , 
   1.23000 ,    -0.206074378211521E+01 ,    -0.111615886364254E+01 ,    -0.420256695807618E+00 ,    -0.189022652133311E+01 ,    -0.639918434258658E+00 ,    -0.970633888784759E+00 , 
   1.24000 ,    -0.890490124413506E+00 ,    -0.172685260989915E+01 ,    -0.501955978625173E+00 ,    -0.707611560280585E+00 ,     0.601957406823624E-01 ,    -0.119924192261094E+01 , 
   1.25000 ,    -0.759341543138810E+00 ,    -0.191179858223614E+01 ,    -0.475039844037785E+00 ,    -0.627266990325006E+00 ,     0.745883755364143E+00 ,    -0.150215380590883E+01 , 
   1.26000 ,    -0.155799366851954E+01 ,    -0.177339411964149E+01 ,    -0.365571578074441E+00 ,    -0.152178995630467E+01 ,     0.126711906061757E+01 ,    -0.180134532918267E+01 , 
   1.27000 ,    -0.301255873012350E+01 ,    -0.143152917127473E+01 ,    -0.211343169672222E+00 ,    -0.309117773592732E+01 ,     0.150620657298040E+01 ,    -0.202136651542190E+01 , 
   1.28000 ,    -0.475421069225914E+01 ,    -0.989637091755335E+00 ,    -0.522008706361196E-01 ,    -0.493898783402521E+01 ,     0.140630834219372E+01 ,    -0.210797376027394E+01 , 
   1.29000 ,    -0.639853214588565E+01 ,    -0.518322876224948E+00 ,     0.783300230852801E-01 ,    -0.665794994896684E+01 ,     0.986708633235977E+00 ,    -0.204119696306851E+01 , 
   1.30000 ,    -0.761973652262831E+01 ,    -0.564576825410325E-01 ,     0.158660208772505E+00 ,    -0.790886813763947E+01 ,     0.340508905888108E+00 ,    -0.183973603335671E+01 , 
   1.31000 ,    -0.820704207517633E+01 ,     0.375572541747114E+00 ,     0.181317813652294E+00 ,    -0.847918425364174E+01 ,    -0.385335218318605E+00 ,    -0.155574187006373E+01 , 
   1.32000 ,    -0.809461629669052E+01 ,     0.758713727485078E+00 ,     0.151840676243917E+00 ,    -0.831231992205162E+01 ,    -0.102335962268640E+01 ,    -0.126140129328313E+01 , 
   1.33000 ,    -0.736183827493541E+01 ,     0.106250866557660E+01 ,     0.851919264877964E-01 ,    -0.750487979135293E+01 ,    -0.142463012261870E+01 ,    -0.103073532228427E+01 , 
   1.34000 ,    -0.620614868120050E+01 ,     0.124254380609568E+01 ,     0.903596892204059E-03 ,    -0.627484781899564E+01 ,    -0.149418982268781E+01 ,    -0.921154193139749E+00 , 
   1.35000 ,    -0.489551227933897E+01 ,     0.124959851719563E+01 ,    -0.817795417335412E-01 ,    -0.490896862446762E+01 ,    -0.121429040639833E+01 ,    -0.959322187172054E+00 , 
   1.36000 ,    -0.371073408156142E+01 ,     0.104746578349214E+01 ,    -0.147710529014720E+00 ,    -0.370074816060124E+01 ,    -0.649573371568480E+00 ,    -0.113477894700559E+01 , 
   1.37000 ,    -0.288907957041813E+01 ,     0.632957206193545E+00 ,    -0.187986420505498E+00 ,    -0.289147192132398E+01 ,     0.673601388263774E-01 ,    -0.140282219614022E+01 , 
   1.38000 ,    -0.257974807028170E+01 ,     0.502895845509709E-01 ,    -0.200308866139892E+00 ,    -0.262528961794725E+01 ,     0.766823899896059E+00 ,    -0.169586226317330E+01 , 
   1.39000 ,    -0.281899655205497E+01 ,    -0.606720676872501E+00 ,    -0.187876802770743E+00 ,    -0.292612446020656E+01 ,     0.128216678871332E+01 ,    -0.194037677264651E+01 , 
   1.40000 ,    -0.352867466449379E+01 ,    -0.120779503615669E+01 ,    -0.157411537106850E+00 ,    -0.369962608792457E+01 ,     0.148960089645938E+01 ,    -0.207523348124223E+01 , 
   1.41000 ,    -0.453737706150873E+01 ,    -0.161314518509365E+01 ,    -0.116994268132665E+00 ,    -0.475847891567507E+01 ,     0.133814733235265E+01 ,    -0.206683951583403E+01 , 
   1.42000 ,    -0.561917894664115E+01 ,    -0.170819534436186E+01 ,    -0.742845276698291E-01 ,    -0.586500939888652E+01 ,     0.862384303907836E+00 ,    -0.191738564626804E+01 , 
   1.43000 ,    -0.654175176207679E+01 ,    -0.143697639346402E+01 ,    -0.354450413899212E-01 ,    -0.678198273709452E+01 ,     0.174757183944519E+00 ,    -0.166417904887751E+01 , 
   1.44000 ,    -0.711410994068735E+01 ,    -0.824482661713830E+00 ,    -0.481180018964465E-02 ,    -0.732125612340255E+01 ,    -0.560885870632871E+00 ,    -0.137026836540771E+01 , 
   1.45000 ,    -0.722456976627599E+01 ,     0.195738369808316E-01 ,     0.148931682273811E-01 ,    -0.738073115472261E+01 ,    -0.116831943966342E+01 ,    -0.110871473586531E+01 , 
   1.46000 ,    -0.686161852734534E+01 ,     0.918721578967405E+00 ,     0.221386611015433E-01 ,    -0.696262430709321E+01 ,    -0.150122603380440E+01 ,    -0.944423177336561E+00 , 
   1.47000 ,    -0.611388002651922E+01 ,     0.166684470722299E+01 ,     0.162750370484105E-01 ,    -0.616992720125657E+01 ,    -0.147857470930075E+01 ,    -0.918038376460419E+00 , 
   1.48000 ,    -0.514955066364906E+01 ,     0.207650726322880E+01 ,    -0.246516551722835E-02 ,    -0.518230538377230E+01 ,    -0.110451356139754E+01 ,    -0.103588586410377E+01 , 
   1.49000 ,    -0.417976424633908E+01 ,     0.202689744336835E+01 ,    -0.326551076259703E-01 ,    -0.421674334274500E+01 ,    -0.467869892042738E+00 ,    -0.126843587653934E+01 , 
   1.50000 ,    -0.341353260875762E+01 ,     0.149899350143481E+01 ,    -0.712366092594130E-01 ,    -0.348120741762894E+01 ,     0.278761585590885E+00 ,    -0.155765596559048E+01 , 
   1.51000 ,    -0.301357559265409E+01 ,     0.587955727193043E+00 ,    -0.113258590575170E+00 ,    -0.313089986289190E+01 ,     0.955435772754026E+00 ,    -0.183142112610134E+01 , 
   1.52000 ,    -0.306215761757662E+01 ,    -0.512083337547724E+00 ,    -0.152087519197441E+00 ,    -0.323606714100389E+01 ,     0.139809746034621E+01 ,    -0.202140847781751E+01 , 
   1.53000 ,    -0.354400885414177E+01 ,    -0.154891716020094E+01 ,    -0.180259646492357E+00 ,    -0.376792276900425E+01 ,     0.149825882611256E+01 ,    -0.208004594201492E+01 , 
   1.54000 ,    -0.434991300523628E+01 ,    -0.227028122855617E+01 ,    -0.190930285164347E+00 ,    -0.460551994926345E+01 ,     0.122952023049011E+01 ,    -0.199232123893972E+01 , 
   1.55000 ,    -0.530027723967449E+01 ,    -0.248555671116946E+01 ,    -0.179638717821108E+00 ,    -0.556209783498556E+01 ,     0.654452895413958E+00 ,    -0.177952954927298E+01 , 
   1.56000 ,    -0.618382112800495E+01 ,    -0.211600478833695E+01 ,    -0.145925948723394E+00 ,    -0.642539055936408E+01 ,    -0.899422675125851E-01 ,    -0.149403108658074E+01 , 
   1.57000 ,    -0.680329232593755E+01 ,    -0.122037874218502E+01 ,    -0.942827429925331E-01 ,    -0.700345199700606E+01 ,    -0.824830130211219E+00 ,    -0.120631189620559E+01 , 
   1.58000 ,    -0.701852667267317E+01 ,     0.118237003827660E-01 ,    -0.340018972842404E-01 ,    -0.716632729991851E+01 ,    -0.137244733203676E+01 ,    -0.987544248586448E+00 , 
   1.59000 ,    -0.677758837881425E+01 ,     0.129957294397153E+01 ,     0.222480133261484E-01 ,    -0.687467443665155E+01 ,    -0.159904075044547E+01 ,    -0.891957312897654E+00 , 
   1.60000 ,    -0.612911287018532E+01 ,     0.233404523360383E+01 ,     0.609742084389669E-01 ,    -0.618908293280932E+01 ,    -0.144748728566092E+01 ,    -0.943378826908807E+00 , 
   1.61000 ,    -0.521287676462051E+01 ,     0.285247495689682E+01 ,     0.710415405233957E-01 ,    -0.525784120182975E+01 ,    -0.951663180476384E+00 ,    -0.112928088528785E+01 , 
   1.62000 ,    -0.423024833248024E+01 ,     0.270449533603537E+01 ,     0.467392121762698E-01 ,    -0.428546073581433E+01 ,    -0.228974573465887E+00 ,    -0.140381025605564E+01 , 
   1.63000 ,    -0.340055994449023E+01 ,     0.189432556118976E+01 ,    -0.100902123994529E-01 ,    -0.348842945926513E+01 ,     0.547305739689232E+00 ,    -0.169906234933286E+01 , 
   1.64000 ,    -0.291264344225723E+01 ,     0.587292160403853E+00 ,    -0.895443437778443E-01 ,    -0.304754699640454E+01 ,     0.118938070856582E+01 ,    -0.194181652974269E+01 , 
   1.65000 ,    -0.288205528036164E+01 ,    -0.922631841764710E+00 ,    -0.175122156263265E+00 ,    -0.306714448138328E+01 ,     0.154010219370100E+01 ,    -0.207159412862414E+01 , 
   1.66000 ,    -0.332355324312547E+01 ,    -0.227820333757694E+01 ,    -0.247025234613820E+00 ,    -0.355025282673785E+01 ,     0.151113779519821E+01 ,    -0.205556653625068E+01 , 
   1.67000 ,    -0.414530796454777E+01 ,    -0.314281166448632E+01 ,    -0.286677391316855E+00 ,    -0.439555578794326E+01 ,     0.110490099449370E+01 ,    -0.189661461605986E+01 , 
   1.68000 ,    -0.516674109158619E+01 ,    -0.328333563067489E+01 ,    -0.281453714738287E+00 ,    -0.541737951831554E+01 ,     0.414845663111017E+00 ,    -0.163253405697399E+01 , 
   1.69000 ,    -0.615672909380417E+01 ,    -0.263174058430765E+01 ,    -0.228442298593128E+00 ,    -0.638497353415374E+01 ,    -0.396123596059208E+00 ,    -0.132657747062054E+01 , 
   1.70000 ,    -0.688430583028041E+01 ,    -0.130944767827650E+01 ,    -0.136179718823696E+00 ,    -0.707299629250461E+01 ,    -0.113413016443071E+01 ,    -0.105167998721022E+01 , 
   1.71000 ,    -0.717096760763692E+01 ,     0.393180054975581E+00 ,    -0.237032869801840E-01 ,    -0.731239633446333E+01 ,    -0.162061509370208E+01 ,    -0.872295109006204E+00 , 
   1.72000 ,    -0.693295407185858E+01 ,     0.207935429523092E+01 ,     0.831254799199039E-01 ,    -0.703042661505836E+01 ,    -0.173541979189034E+01 ,    -0.828375969933412E+00 , 
   1.73000 ,    -0.620369193588061E+01 ,     0.333719534242744E+01 ,     0.157386109005800E+00 ,    -0.627052679156154E+01 ,    -0.144632228447318E+01 ,    -0.925517151034985E+00 , 
   1.74000 ,    -0.513064143327226E+01 ,     0.383912207086910E+01 ,     0.177719936348535E+00 ,    -0.518691161046967E+01 ,    -0.817837630163414E+00 ,    -0.113374641790294E+01 , 
   1.75000 ,    -0.394626817587518E+01 ,     0.342563130090896E+01 ,     0.134231318155959E+00 ,    -0.401409676158309E+01 ,     0.302186957049707E-02 ,    -0.139529782175598E+01 , 
   1.76000 ,    -0.291862006642048E+01 ,     0.215246331880649E+01 ,     0.321139319921320E-01 ,    -0.301714676857447E+01 ,     0.820863399133132E+00 ,    -0.163944152927982E+01 , 
   1.77000 ,    -0.229175864252962E+01 ,     0.287982160005607E+00 ,    -0.108141885497733E+00 ,    -0.243293261739183E+01 ,     0.143798966708648E+01 ,    -0.180065466137460E+01 , 
   1.78000 ,    -0.222898307625287E+01 ,    -0.174105276823294E+01 ,    -0.254366668585472E+00 ,    -0.241511021133039E+01 ,     0.170160740369937E+01 ,    -0.183554397212733E+01 , 
   1.79000 ,    -0.277171462445035E+01 ,    -0.344484185024424E+01 ,    -0.369646888892093E+00 ,    -0.299525707999917E+01 ,     0.154097639381700E+01 ,    -0.173420383158829E+01 , 
   1.80000 ,    -0.382398222892874E+01 ,    -0.438617420851512E+01 ,    -0.421190925487304E+00 ,    -0.406958079488787E+01 ,     0.985585745347753E+00 ,    -0.152305655763330E+01 , 
   1.81000 ,    -0.516719422551579E+01 ,    -0.428959206163076E+01 ,    -0.389114012510022E+00 ,    -0.541538392205151E+01 ,     0.159841723393927E+00 ,    -0.125834820162917E+01 , 
   1.82000 ,    -0.650335873519582E+01 ,    -0.311754796857719E+01 ,    -0.272937369471925E+00 ,    -0.673508733923902E+01 ,    -0.744757946963087E+00 ,    -0.101183778073458E+01 , 
   1.83000 ,    -0.751850988240811E+01 ,    -0.109351604947198E+01 ,    -0.939260465590318E-01 ,    -0.771942299104472E+01 ,    -0.151369097785296E+01 ,    -0.852230485410454E+00 , 
   1.84000 ,    -0.795322257380542E+01 ,     0.133641851323448E+01 ,     0.107786859744062E+00 ,    -0.811677032584996E+01 ,    -0.195958548950300E+01 ,    -0.827053117684914E+00 , 
   1.85000 ,    -0.766489078362630E+01 ,     0.359783171303576E+01 ,     0.281175260300445E+00 ,    -0.779360850075236E+01 ,    -0.196685431930392E+01 ,    -0.949648194132417E+00 , 
   1.86000 ,    -0.666750079090101E+01 ,     0.511891952528513E+01 ,     0.376016654396507E+00 ,    -0.677224209282079E+01 ,    -0.152033001692093E+01 ,    -0.119475434117168E+01 , 
   1.87000 ,    -0.513885991467191E+01 ,     0.546925630773351E+01 ,     0.355865863177061E+00 ,    -0.523621530725037E+01 ,    -0.711066234530243E+00 ,    -0.150402440344074E+01 , 
   1.88000 ,    -0.339185568202296E+01 ,     0.447399211490086E+01 ,     0.209266256607725E+00 ,    -0.350037108356590E+01 ,     0.282308809531667E+00 ,    -0.180032193209866E+01 , 
   1.89000 ,    -0.181398240117296E+01 ,     0.227498865006017E+01 ,    -0.437756961371033E-01 ,    -0.195002210560787E+01 ,     0.123269405922474E+01 ,    -0.200735473194089E+01 , 
   1.90000 ,    -0.786464233930239E+00 ,    -0.678956824215410E+00 ,    -0.352248164324020E+00 ,    -0.960601599612850E+00 ,     0.191538090385426E+01 ,    -0.206973200562820E+01 , 
   1.91000 ,    -0.599269355316406E+00 ,    -0.371533342115742E+01 ,    -0.642337141452143E+00 ,    -0.813940772673667E+00 ,     0.215927966010995E+01 ,    -0.196826266349367E+01 , 
   1.92000 ,    -0.137999210270686E+01 ,    -0.608040681973426E+01 ,    -0.832461535680068E+00 ,    -0.162885997651044E+01 ,     0.188699739728525E+01 ,    -0.172634976100044E+01 , 
   1.93000 ,    -0.305248682544176E+01 ,    -0.711241633781331E+01 ,    -0.852519216931264E+00 ,    -0.332159611132882E+01 ,     0.113476351663934E+01 ,    -0.140545974219052E+01 , 
   1.94000 ,    -0.533556947732621E+01 ,    -0.640820784627307E+01 ,    -0.663428286786598E+00 ,    -0.560602853877495E+01 ,     0.477281949317755E-01 ,    -0.109035778074144E+01 , 
   1.95000 ,    -0.778411728547655E+01 ,    -0.394520162706231E+01 ,    -0.272501833137621E+00 ,    -0.803575631542754E+01 ,    -0.114834048885546E+01 ,    -0.867442579725891E+00 , 
   1.96000 ,    -0.986610304635517E+01 ,    -0.128177901195756E+00 ,     0.259404731305091E+00 ,    -0.100814072354495E+02 ,    -0.219272354086985E+01 ,    -0.801422329446806E+00 , 
   1.97000 ,    -0.110613351690717E+02 ,     0.425495083821577E+01 ,     0.821683266284347E+00 ,    -0.112289303776526E+02 ,    -0.284280081351770E+01 ,    -0.916244678310301E+00 , 
   1.98000 ,    -0.109626149930618E+02 ,     0.816534384184858E+01 ,     0.126931478586207E+01 ,    -0.110796875542654E+02 ,    -0.292304876083661E+01 ,    -0.118541270674653E+01 , 
   1.99000 ,    -0.935882521398046E+01 ,     0.105112625578087E+02 ,     0.144793250217145E+01 ,    -0.943205078093467E+01 ,    -0.235967300934358E+01 ,    -0.153472172295629E+01 , 
   2.00000 ,    -0.628250093110780E+01 ,     0.103745353920699E+02 ,     0.122447791551313E+01 ,    -0.632729700494273E+01 ,    -0.119394823773789E+01 ,    -0.185750263644322E+01 , 
   2.01000 ,    -0.201119749903519E+01 ,     0.722009754025873E+01 ,     0.517686034104714E+00 ,    -0.204935963448021E+01 ,     0.427835185537121E+00 ,    -0.203934723678647E+01 , 
   2.02000 ,     0.297885291804968E+01 ,     0.104449236468675E+01 ,    -0.677928151463187E+00 ,     0.292285090558054E+01 ,     0.228478334830606E+01 ,    -0.198677488881870E+01 , 
   2.03000 ,     0.809856458706725E+01 ,    -0.757029889488935E+01 ,    -0.228018925569567E+01 ,     0.800214849198940E+01 ,     0.412486588082248E+01 ,    -0.165301891628098E+01 , 
   2.04000 ,     0.127547868402206E+02 ,    -0.175135530283717E+02 ,    -0.412313538653385E+01 ,     0.126021522231510E+02 ,     0.571167060829653E+01 ,    -0.105442919405383E+01 , 
   2.05000 ,     0.164604799755087E+02 ,    -0.273073150646387E+02 ,    -0.597741050725532E+01 ,     0.162470926378132E+02 ,     0.686451430041746E+01 ,    -0.272897384844816E+00 , 
   2.06000 ,     0.189239853242474E+02 ,    -0.353460268772161E+02 ,    -0.758466321650241E+01 ,     0.186600288741512E+02 ,     0.748405699030742E+01 ,     0.557178794241321E+00 , 
   2.07000 ,     0.200989756795632E+02 ,    -0.401714818028966E+02 ,    -0.870042510544966E+01 ,     0.198111050476040E+02 ,     0.755931177758644E+01 ,     0.127526071653641E+01 , 
   2.08000 ,     0.201844373006220E+02 ,    -0.407324461445466E+02 ,    -0.913783220827690E+01 ,     0.199153156587474E+02 ,     0.715640480834222E+01 ,     0.172895372509423E+01 , 
   2.09000 ,     0.195741522410340E+02 ,    -0.365803220723399E+02 ,    -0.880384562903926E+01 ,     0.193794564470195E+02 ,     0.639354009109828E+01 ,     0.180865497132187E+01 , 
   2.10000 ,     0.187655668704499E+02 ,    -0.279638078315602E+02 ,    -0.772055877184512E+01 ,     0.187084463978221E+02 ,     0.540940765200165E+01 ,     0.147454659617301E+01 , 
   2.11000 ,     0.182464958029471E+02 ,    -0.158043396406699E+02 ,    -0.602665939762610E+01 ,     0.183898463815793E+02 ,     0.433314055254115E+01 ,     0.769318862651364E+00 , 
   2.12000 ,     0.183830134536427E+02 ,    -0.155641148814748E+01 ,    -0.395772948026895E+01 ,     0.187803385149866E+02 ,     0.326276284792150E+01 ,    -0.186982942659393E+00 , 
   2.13000 ,     0.193320500941961E+02 ,     0.130217740386847E+02 ,    -0.180814130057980E+01 ,     0.200180649024274E+02 ,     0.225626353450758E+01 ,    -0.121962079415402E+01 , 
   2.14000 ,     0.209975214006214E+02 ,     0.261456599693542E+02 ,     0.118960258061905E+00 ,     0.219799243518850E+02 ,     0.133575978180955E+01 ,    -0.213492251174849E+01 , 
   2.15000 ,     0.230401675151017E+02 ,     0.362800526543923E+02 ,     0.156448724117370E+01 ,     0.242940781328896E+02 ,     0.501645061924264E+00 ,    -0.276154427891300E+01 , 
   2.16000 ,     0.249403785077262E+02 ,     0.423651877253238E+02 ,     0.235903947168461E+01 ,     0.264067603990054E+02 ,    -0.248931899688085E+00 ,    -0.298810026870650E+01 , 
   2.17000 ,     0.261023434617338E+02 ,     0.439557724044116E+02 ,     0.245238298303885E+01 ,     0.276912724373410E+02 ,    -0.905811154335990E+00 ,    -0.278852707429897E+01 , 
   2.18000 ,     0.259791230899963E+02 ,     0.412529202809172E+02 ,     0.192071470305513E+01 ,     0.275780612281658E+02 ,    -0.143739600953868E+01 ,    -0.222905642806477E+01 , 
   2.19000 ,     0.241935292486852E+02 ,     0.350292096666685E+02 ,     0.949867843244804E+00 ,     0.256799198225057E+02 ,    -0.179315653964086E+01 ,    -0.145466470707853E+01 , 
   2.20000 ,     0.206300147542517E+02 ,     0.264663586636880E+02 ,    -0.202654015042927E+00 ,     0.218866646464103E+02 ,    -0.191677615280375E+01 ,    -0.657480542531796E+00 , 
   2.21000 ,     0.154781310143288E+02 ,     0.169395299836708E+02 ,    -0.125961979644048E+01 ,     0.164091654369168E+02 ,    -0.176630871719954E+01 ,    -0.338225700491019E-01 , 
   2.22000 ,     0.921747070027213E+01 ,     0.778949737934207E+01 ,    -0.197981182291233E+01 ,     0.976228964350469E+01 ,    -0.133531299007500E+01 ,     0.260665617402992E+00 , 
   2.23000 ,     0.254552676453977E+01 ,     0.122866770785044E+00 ,    -0.220638001854735E+01 ,     0.268827762222387E+01 ,    -0.668146481714032E+00 ,     0.147598638602784E+00 , 
   2.24000 ,    -0.373873367165778E+01 ,    -0.532799055284752E+01 ,    -0.189787216651268E+01 ,    -0.396609070686789E+01 ,     0.136307298242576E+00 ,    -0.354448602830284E+00 , 
   2.25000 ,    -0.887384653034223E+01 ,    -0.826744270850466E+01 ,    -0.113532365045708E+01 ,    -0.939582279236398E+01 ,     0.935457210470092E+00 ,    -0.113212468757329E+01 , 
   2.26000 ,    -0.122709457006146E+02 ,    -0.881962903628491E+01 ,    -0.103569885037513E+00 ,    -0.129798526693069E+02 ,     0.156759977338988E+01 ,    -0.200153262862225E+01 , 
   2.27000 ,    -0.136190364513670E+02 ,    -0.744483755222738E+01 ,     0.949753910206657E+00 ,    -0.143917607696410E+02 ,     0.188570594679808E+01 ,    -0.274964175721884E+01 , 
