Time       moves_acc moves_gen     G(r)_1     S(Q)_1     Bragg   Tail_fine  Curvature
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01
134300.625     1197308     6722593  0.258E-02  0.570E-02  0.290E-01  0.409E+05  0.262E+01
135300.635     1208472     6833740  0.254E-02  0.565E-02  0.290E-01  0.373E+05  0.279E+01
140300.641     1219482     6943955  0.251E-02  0.558E-02  0.290E-01  0.770E+08  0.295E+01
141300.625     1230404     7053634  0.247E-02  0.553E-02  0.290E-01  0.444E+05  0.267E+01
142300.641     1241490     7164740  0.244E-02  0.546E-02  0.290E-01  0.368E+05  0.272E+01
143300.645     1252514     7274863  0.241E-02  0.540E-02  0.290E-01  0.445E+05  0.238E+01
144300.634     1263499     7384685  0.238E-02  0.534E-02  0.290E-01  0.291E+05  0.253E+01
145300.654     1274548     7495241  0.235E-02  0.528E-02  0.290E-01  0.384E+05  0.224E+01
150300.648     1285743     7606031  0.232E-02  0.522E-02  0.290E-01  0.535E+05  0.219E+01
151300.626     1296873     7717108  0.229E-02  0.516E-02  0.290E-01  0.349E+05  0.225E+01
152300.620     1307756     7826731  0.225E-02  0.511E-02  0.290E-01  0.382E+05  0.250E+01
153300.633     1318592     7936312  0.221E-02  0.506E-02  0.290E-01  0.771E+09  0.235E+01
154300.646     1329396     8046224  0.218E-02  0.502E-02  0.290E-01  0.641E+06  0.230E+01
155300.650     1340327     8157428  0.214E-02  0.497E-02  0.290E-01  0.312E+05  0.242E+01
160300.649     1350895     8267730  0.211E-02  0.491E-02  0.290E-01  0.309E+05  0.202E+01
161300.774     1361627     8378646  0.182E-02  0.450E-02  0.290E-01  0.270E+05  0.258E+01
162300.659     1372363     8488513  0.206E-02  0.480E-02  0.290E-01  0.499E+05  0.217E+01
163300.621     1383040     8598644  0.203E-02  0.474E-02  0.290E-01  0.442E+06  0.201E+01
164300.631     1393771     8709107  0.201E-02  0.468E-02  0.290E-01  0.168E+07  0.221E+01
165300.626     1404411     8818588  0.199E-02  0.462E-02  0.290E-01  0.405E+05  0.214E+01
170300.654     1415221     8928848  0.196E-02  0.457E-02  0.290E-01  0.985E+06  0.233E+01
171300.623     1426115     9039959  0.194E-02  0.452E-02  0.290E-01  0.358E+05  0.255E+01
172300.630     1436882     9150889  0.192E-02  0.446E-02  0.290E-01  0.208E+07  0.206E+01
173300.645     1447762     9262022  0.190E-02  0.440E-02  0.290E-01  0.904E+06  0.215E+01
174300.650     1458558     9372881  0.188E-02  0.436E-02  0.290E-01  0.406E+06  0.219E+01
175300.640     1469177     9483918  0.185E-02  0.431E-02  0.290E-01  0.144E+07  0.235E+01
180300.626     1479923     9594524  0.183E-02  0.425E-02  0.290E-01  0.537E+07  0.202E+01
181300.646     1490613     9705342  0.181E-02  0.420E-02  0.290E-01  0.309E+05  0.218E+01
182300.638     1501103     9814755  0.179E-02  0.416E-02  0.290E-01  0.202E+07  0.222E+01
183300.618     1511831     9925722  0.177E-02  0.410E-02  0.290E-01  0.863E+07  0.222E+01
184300.627     1522352    10035572  0.175E-02  0.406E-02  0.290E-01  0.123E+07  0.249E+01
185300.618     1532898    10144633  0.173E-02  0.401E-02  0.290E-01  0.318E+06  0.219E+01
190300.656     1543540    10255274  0.171E-02  0.396E-02  0.290E-01  0.726E+06  0.240E+01
191300.623     1554184    10365625  0.169E-02  0.391E-02  0.290E-01  0.186E+07  0.222E+01
192300.630     1564910    10476434  0.167E-02  0.387E-02  0.290E-01  0.124E+07  0.245E+01
193300.653     1575601    10587181  0.164E-02  0.382E-02  0.290E-01  0.207E+06  0.232E+01
194300.622     1586209    10697859  0.162E-02  0.377E-02  0.290E-01  0.288E+08  0.219E+01
195300.619     1596492    10807919  0.160E-02  0.373E-02  0.290E-01  0.477E+06  0.213E+01
200300.630     1607157    10918292  0.159E-02  0.368E-02  0.290E-01  0.339E+06  0.208E+01
201300.639     1617717    11029066  0.157E-02  0.364E-02  0.290E-01  0.293E+06  0.180E+01
202300.622     1628098    11138752  0.155E-02  0.359E-02  0.290E-01  0.247E+06  0.182E+01
203300.653     1638193    11248425  0.154E-02  0.355E-02  0.290E-01  0.156E+06  0.211E+01
204300.650     1648498    11357674  0.152E-02  0.351E-02  0.290E-01  0.261E+06  0.185E+01
205300.645     1658974    11466968  0.151E-02  0.346E-02  0.290E-01  0.326E+06  0.190E+01
210300.620     1669273    11576251  0.149E-02  0.342E-02  0.290E-01  0.221E+06  0.207E+01
211300.620     1679634    11686367  0.148E-02  0.338E-02  0.290E-01  0.254E+06  0.176E+01
212300.623     1690007    11796503  0.147E-02  0.334E-02  0.290E-01  0.241E+06  0.207E+01
213300.637     1700404    11906495  0.145E-02  0.330E-02  0.290E-01  0.164E+06  0.151E+01
214300.652     1710645    12016600  0.144E-02  0.326E-02  0.290E-01  0.145E+06  0.207E+01
215300.614     1720731    12125224  0.142E-02  0.322E-02  0.290E-01  0.280E+06  0.199E+01
220300.622     1731076    12236210  0.141E-02  0.318E-02  0.290E-01  0.231E+06  0.193E+01
221300.612     1741368    12345791  0.140E-02  0.314E-02  0.290E-01  0.145E+06  0.203E+01
222300.624     1751359    12455186  0.139E-02  0.311E-02  0.290E-01  0.209E+06  0.194E+01
223300.630     1761495    12564427  0.138E-02  0.306E-02  0.290E-01  0.154E+06  0.173E+01
224300.634     1771875    12673794  0.137E-02  0.302E-02  0.290E-01  0.222E+06  0.203E+01
225300.632     1782036    12783964  0.136E-02  0.299E-02  0.290E-01  0.176E+06  0.220E+01
230300.621     1792278    12894487  0.134E-02  0.296E-02  0.290E-01  0.166E+06  0.202E+01
231300.627     1802419    13004660  0.133E-02  0.292E-02  0.290E-01  0.164E+06  0.199E+01
232300.621     1812765    13115430  0.131E-02  0.289E-02  0.290E-01  0.129E+06  0.204E+01
233300.627     1823085    13226055  0.129E-02  0.286E-02  0.290E-01  0.199E+06  0.213E+01
234300.626     1833174    13335583  0.128E-02  0.282E-02  0.290E-01  0.207E+06  0.218E+01
235300.650     1843305    13445483  0.127E-02  0.279E-02  0.290E-01  0.142E+06  0.231E+01
000300.637     1853329    13554967  0.126E-02  0.276E-02  0.290E-01  0.136E+06  0.220E+01
001300.635     1863170    13663719  0.125E-02  0.273E-02  0.290E-01  0.176E+06  0.214E+01
002300.626     1873100    13772523  0.124E-02  0.270E-02  0.290E-01  0.122E+06  0.218E+01
003300.624     1883261    13882604  0.123E-02  0.267E-02  0.290E-01  0.984E+05  0.198E+01
004300.643     1893255    13993668  0.122E-02  0.264E-02  0.290E-01  0.137E+06  0.228E+01
005300.651     1903538    14104178  0.122E-02  0.260E-02  0.290E-01  0.903E+05  0.206E+01
010300.654     1913749    14214987  0.121E-02  0.257E-02  0.290E-01  0.199E+06  0.214E+01
011300.618     1923872    14326108  0.120E-02  0.254E-02  0.290E-01  0.177E+06  0.213E+01
012300.618     1933820    14435431  0.119E-02  0.251E-02  0.290E-01  0.159E+06  0.226E+01
013300.623     1943705    14545669  0.118E-02  0.249E-02  0.290E-01  0.110E+06  0.203E+01
014300.645     1953714    14656324  0.117E-02  0.245E-02  0.290E-01  0.132E+06  0.199E+01
015300.644     1963579    14766875  0.116E-02  0.243E-02  0.290E-01  0.116E+06  0.202E+01
020300.653     1973388    14877077  0.115E-02  0.240E-02  0.290E-01  0.132E+06  0.183E+01
021300.653     1983228    14988079  0.115E-02  0.238E-02  0.290E-01  0.140E+06  0.191E+01
022300.622     1992879    15099462  0.114E-02  0.235E-02  0.290E-01  0.111E+06  0.187E+01
023300.621     2002876    15210125  0.113E-02  0.232E-02  0.290E-01  0.902E+05  0.160E+01
024300.644     2013046    15322001  0.112E-02  0.230E-02  0.290E-01  0.109E+06  0.191E+01
025300.638     2022869    15432179  0.111E-02  0.227E-02  0.290E-01  0.123E+06  0.175E+01
030300.641     2032760    15542559  0.110E-02  0.225E-02  0.290E-01  0.103E+06  0.187E+01
031300.633     2042450    15651760  0.109E-02  0.222E-02  0.290E-01  0.103E+06  0.201E+01
032300.627     2052445    15762409  0.108E-02  0.220E-02  0.290E-01  0.105E+06  0.177E+01
033300.626     2062428    15872852  0.107E-02  0.217E-02  0.290E-01  0.126E+06  0.208E+01
034300.638     2072339    15983350  0.107E-02  0.215E-02  0.290E-01  0.112E+06  0.192E+01
035300.640     2082488    16094522  0.107E-02  0.212E-02  0.290E-01  0.859E+05  0.182E+01
040300.625     2092338    16204695  0.106E-02  0.209E-02  0.290E-01  0.884E+05  0.184E+01
041300.654     2102133    16314624  0.105E-02  0.207E-02  0.290E-01  0.117E+06  0.207E+01
042300.626     2111917    16425055  0.104E-02  0.205E-02  0.290E-01  0.964E+05  0.188E+01
043300.643     2121867    16535459  0.104E-02  0.202E-02  0.290E-01  0.932E+05  0.217E+01
044300.646     2131656    16645103  0.103E-02  0.200E-02  0.290E-01  0.991E+05  0.190E+01
045300.610     2141309    16754779  0.102E-02  0.198E-02  0.290E-01  0.779E+05  0.203E+01
050300.638     2151185    16865205  0.102E-02  0.196E-02  0.290E-01  0.846E+05  0.194E+01
051300.648     2160925    16975460  0.101E-02  0.194E-02  0.290E-01  0.101E+06  0.172E+01
052300.630     2170638    17085770  0.100E-02  0.192E-02  0.290E-01  0.824E+05  0.180E+01
053300.647     2180194    17195266  0.994E-03  0.190E-02  0.290E-01  0.107E+06  0.167E+01
054300.623     2189740    17302081  0.991E-03  0.188E-02  0.290E-01  0.990E+05  0.179E+01
055300.680     2199359    17409428  0.984E-03  0.186E-02  0.290E-01  0.904E+05  0.171E+01
060300.623     2209191    17520174  0.977E-03  0.184E-02  0.290E-01  0.923E+05  0.203E+01
061300.624     2219006    17631348  0.973E-03  0.182E-02  0.290E-01  0.931E+05  0.180E+01
062300.647     2228712    17742941  0.965E-03  0.180E-02  0.290E-01  0.935E+05  0.181E+01
063300.704     2238583    17854309  0.985E-03  0.176E-02  0.290E-01  0.874E+05  0.169E+01
064300.643     2248500    17966219  0.954E-03  0.176E-02  0.290E-01  0.982E+05  0.204E+01
065300.618     2258226    18077359  0.945E-03  0.174E-02  0.290E-01  0.788E+05  0.179E+01
070300.652     2268046    18188477  0.942E-03  0.172E-02  0.290E-01  0.115E+06  0.190E+01
071300.625     2277859    18299662  0.938E-03  0.170E-02  0.290E-01  0.808E+05  0.161E+01
072300.621     2287552    18410919  0.928E-03  0.168E-02  0.290E-01  0.610E+05  0.183E+01
073300.628     2297395    18522014  0.925E-03  0.166E-02  0.290E-01  0.972E+05  0.183E+01
074300.618     2307165    18632117  0.921E-03  0.164E-02  0.290E-01  0.964E+05  0.190E+01
075300.632     2316817    18743185  0.917E-03  0.162E-02  0.290E-01  0.918E+05  0.165E+01
080300.647     2326687    18854769  0.910E-03  0.161E-02  0.290E-01  0.895E+05  0.205E+01
081300.653     2336420    18965089  0.908E-03  0.159E-02  0.290E-01  0.864E+05  0.168E+01
082300.644     2346108    19075959  0.901E-03  0.158E-02  0.290E-01  0.668E+05  0.189E+01
083300.641     2355999    19187015  0.894E-03  0.156E-02  0.290E-01  0.940E+05  0.199E+01
084300.641     2365709    19298261  0.889E-03  0.154E-02  0.290E-01  0.789E+05  0.186E+01
085300.639     2375480    19409672  0.883E-03  0.153E-02  0.290E-01  0.781E+05  0.199E+01
090300.631     2385025    19520491  0.881E-03  0.151E-02  0.290E-01  0.722E+05  0.191E+01
091300.621     2394627    19631351  0.878E-03  0.150E-02  0.290E-01  0.566E+05  0.181E+01
092300.660     2404091    19741847  0.872E-03  0.148E-02  0.290E-01  0.762E+05  0.198E+01
093300.649     2413625    19851898  0.868E-03  0.147E-02  0.290E-01  0.111E+06  0.162E+01
094300.614     2423396    19963088  0.864E-03  0.145E-02  0.290E-01  0.103E+06  0.168E+01
095300.635     2433239    20074107  0.861E-03  0.144E-02  0.290E-01  0.888E+05  0.193E+01
100300.630     2442837    20184923  0.855E-03  0.142E-02  0.290E-01  0.664E+05  0.179E+01
101300.641     2452552    20296163  0.851E-03  0.140E-02  0.290E-01  0.157E+06  0.159E+01
102300.626     2462185    20407458  0.850E-03  0.139E-02  0.290E-01  0.899E+05  0.161E+01
103300.643     2471819    20518207  0.845E-03  0.137E-02  0.290E-01  0.112E+06  0.154E+01
104300.646     2481443    20629146  0.836E-03  0.136E-02  0.290E-01  0.746E+05  0.152E+01
105300.642     2491052    20739425  0.830E-03  0.135E-02  0.290E-01  0.635E+05  0.174E+01
110300.617     2500647    20849837  0.824E-03  0.134E-02  0.290E-01  0.700E+05  0.175E+01
111300.634     2510356    20961193  0.818E-03  0.132E-02  0.290E-01  0.956E+05  0.176E+01
112300.637     2519920    21072145  0.812E-03  0.131E-02  0.290E-01  0.604E+05  0.193E+01
113300.649     2529415    21182010  0.808E-03  0.130E-02  0.290E-01  0.717E+05  0.179E+01
114300.619     2538839    21291091  0.802E-03  0.128E-02  0.290E-01  0.643E+05  0.201E+01
115300.652     2548211    21399997  0.796E-03  0.127E-02  0.290E-01  0.918E+05  0.208E+01
120300.627     2557548    21510121  0.788E-03  0.126E-02  0.290E-01  0.955E+05  0.206E+01
121300.632     2567113    21619697  0.790E-03  0.125E-02  0.290E-01  0.682E+05  0.194E+01
122300.633     2576519    21729404  0.784E-03  0.124E-02  0.290E-01  0.864E+05  0.181E+01
123300.643     2585980    21839554  0.781E-03  0.123E-02  0.290E-01  0.909E+05  0.171E+01
124300.647     2595392    21949564  0.778E-03  0.121E-02  0.290E-01  0.586E+05  0.186E+01
125300.777     2604791    22059870  0.115E-02  0.193E-02  0.290E-01  0.108E+06  0.162E+01
130300.621     2614411    22170569  0.770E-03  0.119E-02  0.290E-01  0.802E+05  0.170E+01
131300.618     2623847    22280841  0.771E-03  0.118E-02  0.290E-01  0.995E+05  0.163E+01
132300.617     2633346    22389839  0.775E-03  0.116E-02  0.290E-01  0.947E+05  0.176E+01
133300.617     2642868    22498547  0.769E-03  0.115E-02  0.290E-01  0.762E+05  0.163E+01
134300.627     2652068    22607971  0.762E-03  0.114E-02  0.290E-01  0.568E+05  0.161E+01
135300.650     2661314    22717187  0.759E-03  0.113E-02  0.290E-01  0.653E+05  0.172E+01
140300.641     2670591    22826595  0.752E-03  0.112E-02  0.290E-01  0.114E+06  0.182E+01
141300.619     2679873    22935841  0.748E-03  0.111E-02  0.290E-01  0.100E+06  0.163E+01
142300.640     2689236    23044174  0.741E-03  0.110E-02  0.290E-01  0.926E+05  0.177E+01
143300.642     2698669    23154127  0.742E-03  0.109E-02  0.290E-01  0.112E+06  0.157E+01
144300.654     2708024    23264704  0.738E-03  0.108E-02  0.290E-01  0.100E+06  0.161E+01
145300.654     2717263    23374654  0.732E-03  0.107E-02  0.290E-01  0.610E+05  0.166E+01
150300.620     2726403    23483856  0.728E-03  0.106E-02  0.290E-01  0.102E+06  0.154E+01
151300.634     2735864    23594097  0.728E-03  0.105E-02  0.290E-01  0.859E+05  0.157E+01
152300.653     2745052    23702936  0.725E-03  0.104E-02  0.290E-01  0.844E+05  0.176E+01
153300.645     2754284    23812795  0.723E-03  0.103E-02  0.290E-01  0.853E+05  0.170E+01
154300.641     2763678    23923128  0.718E-03  0.102E-02  0.290E-01  0.750E+05  0.170E+01
155300.620     2773000    24033318  0.716E-03  0.101E-02  0.290E-01  0.901E+05  0.166E+01
160300.620     2782317    24143131  0.710E-03  0.997E-03  0.290E-01  0.862E+05  0.147E+01
161300.614     2791445    24251890  0.707E-03  0.989E-03  0.290E-01  0.754E+05  0.163E+01
162300.625     2800617    24361467  0.709E-03  0.977E-03  0.290E-01  0.873E+05  0.144E+01
163300.628     2810097    24472370  0.702E-03  0.968E-03  0.290E-01  0.876E+05  0.161E+01
164300.639     2819284    24582751  0.696E-03  0.960E-03  0.290E-01  0.797E+05  0.177E+01
165300.649     2828411    24691620  0.692E-03  0.950E-03  0.290E-01  0.788E+05  0.170E+01
170300.616     2837627    24800815  0.693E-03  0.941E-03  0.290E-01  0.926E+05  0.148E+01
171300.621     2846877    24910236  0.688E-03  0.933E-03  0.290E-01  0.820E+05  0.149E+01
172300.644     2856063    25019672  0.683E-03  0.924E-03  0.290E-01  0.657E+05  0.154E+01
173300.627     2865419    25130729  0.677E-03  0.917E-03  0.290E-01  0.833E+05  0.148E+01
174300.657     2874925    25240646  0.677E-03  0.906E-03  0.290E-01  0.853E+05  0.172E+01
175300.623     2884272    25350103  0.677E-03  0.896E-03  0.290E-01  0.890E+05  0.163E+01
180300.618     2893628    25460791  0.669E-03  0.889E-03  0.290E-01  0.829E+05  0.154E+01
181300.629     2902864    25570920  0.666E-03  0.879E-03  0.290E-01  0.109E+06  0.146E+01
182300.637     2912104    25680357  0.663E-03  0.872E-03  0.290E-01  0.639E+05  0.185E+01
183300.622     2921389    25790542  0.659E-03  0.863E-03  0.290E-01  0.947E+05  0.160E+01
184300.678     2930386    25899664  0.655E-03  0.855E-03  0.290E-01  0.984E+05  0.152E+01
185300.636     2939691    26009354  0.655E-03  0.846E-03  0.290E-01  0.625E+05  0.147E+01
190300.646     2948948    26118945  0.649E-03  0.839E-03  0.290E-01  0.719E+05  0.156E+01
191300.651     2958356    26227632  0.647E-03  0.830E-03  0.290E-01  0.789E+05  0.146E+01
192300.652     2967659    26337868  0.647E-03  0.822E-03  0.290E-01  0.955E+05  0.141E+01
193300.619     2977062    26448332  0.643E-03  0.813E-03  0.290E-01  0.924E+05  0.156E+01
194300.644     2986010    26557939  0.638E-03  0.805E-03  0.290E-01  0.714E+05  0.157E+01
195300.621     2994970    26665868  0.633E-03  0.798E-03  0.290E-01  0.721E+05  0.146E+01
200300.623     3004188    26775354  0.631E-03  0.792E-03  0.290E-01  0.878E+05  0.140E+01
201300.643     3013433    26885248  0.628E-03  0.784E-03  0.290E-01  0.733E+05  0.148E+01
202300.630     3022663    26995473  0.625E-03  0.777E-03  0.290E-01  0.880E+05  0.150E+01
203300.618     3031948    27106745  0.622E-03  0.769E-03  0.290E-01  0.775E+05  0.184E+01
204300.639     3041122    27217563  0.619E-03  0.762E-03  0.290E-01  0.882E+05  0.155E+01
205300.626     3050345    27328413  0.616E-03  0.755E-03  0.290E-01  0.848E+05  0.147E+01
210300.627     3059386    27438899  0.611E-03  0.748E-03  0.290E-01  0.803E+05  0.134E+01
211300.642     3068430    27549317  0.608E-03  0.740E-03  0.290E-01  0.912E+05  0.136E+01
212300.652     3077711    27659561  0.607E-03  0.734E-03  0.290E-01  0.796E+05  0.143E+01
213300.638     3086974    27769835  0.601E-03  0.727E-03  0.290E-01  0.729E+05  0.129E+01
214300.623     3096366    27880456  0.601E-03  0.719E-03  0.290E-01  0.951E+05  0.119E+01
215300.654     3105651    27991356  0.594E-03  0.712E-03  0.290E-01  0.838E+05  0.138E+01
220300.643     3114767    28102017  0.592E-03  0.706E-03  0.290E-01  0.802E+05  0.164E+01
221300.638     3123886    28212683  0.588E-03  0.700E-03  0.290E-01  0.956E+05  0.143E+01
222300.663     3132869    28323674  0.583E-03  0.695E-03  0.290E-01  0.105E+06  0.144E+01
223300.641     3142226    28434357  0.585E-03  0.686E-03  0.290E-01  0.107E+06  0.150E+01
224300.629     3151403    28545143  0.581E-03  0.680E-03  0.290E-01  0.999E+05  0.150E+01
225300.649     3160534    28656425  0.579E-03  0.674E-03  0.290E-01  0.719E+05  0.154E+01
230300.810     3169756    28767160  0.411E-03  0.496E-03  0.290E-01  0.679E+05  0.136E+01
231300.624     3179003    28877955  0.576E-03  0.662E-03  0.290E-01  0.102E+06  0.157E+01
232300.639     3188162    28988735  0.572E-03  0.656E-03  0.290E-01  0.119E+06  0.134E+01
233300.641     3197351    29099230  0.570E-03  0.650E-03  0.290E-01  0.997E+05  0.137E+01
234300.653     3206404    29209377  0.566E-03  0.644E-03  0.290E-01  0.977E+05  0.157E+01
235300.630     3215619    29319375  0.565E-03  0.638E-03  0.290E-01  0.775E+05  0.129E+01
000300.618     3224868    29430531  0.562E-03  0.632E-03  0.290E-01  0.898E+05  0.130E+01
001300.662     3233783    29538957  0.559E-03  0.627E-03  0.290E-01  0.732E+05  0.149E+01
002300.770     3242701    29647209  0.616E-03  0.631E-03  0.290E-01  0.948E+05  0.154E+01
003300.650     3251930    29756882  0.560E-03  0.615E-03  0.290E-01  0.116E+06  0.130E+01
004300.642     3260131    29855199  0.559E-03  0.609E-03  0.290E-01  0.905E+05  0.123E+01
005300.631     3268193    29953722  0.549E-03  0.604E-03  0.290E-01  0.121E+06  0.136E+01
010300.630     3276151    30051788  0.547E-03  0.599E-03  0.290E-01  0.775E+05  0.117E+01
011300.651     3284570    30152111  0.547E-03  0.594E-03  0.290E-01  0.109E+06  0.149E+01
012300.646     3293724    30262518  0.541E-03  0.589E-03  0.290E-01  0.103E+06  0.138E+01
013300.647     3303014    30373628  0.543E-03  0.583E-03  0.290E-01  0.112E+06  0.155E+01
014300.699     3311586    30476093  0.540E-03  0.578E-03  0.290E-01  0.102E+06  0.146E+01
015300.666     3319617    30574351  0.536E-03  0.574E-03  0.290E-01  0.772E+05  0.150E+01
020300.651     3327715    30672470  0.530E-03  0.571E-03  0.290E-01  0.939E+05  0.135E+01
021300.642     3335776    30769127  0.531E-03  0.566E-03  0.290E-01  0.100E+06  0.130E+01
022300.658     3344761    30877047  0.532E-03  0.559E-03  0.290E-01  0.832E+05  0.143E+01
023300.651     3353879    30987406  0.527E-03  0.554E-03  0.290E-01  0.786E+05  0.127E+01
024300.652     3362839    31097212  0.525E-03  0.550E-03  0.290E-01  0.883E+05  0.133E+01
025300.647     3371878    31207036  0.521E-03  0.545E-03  0.290E-01  0.708E+05  0.149E+01
030300.640     3381043    31318087  0.518E-03  0.541E-03  0.290E-01  0.124E+06  0.122E+01
031300.619     3390162    31427819  0.516E-03  0.537E-03  0.290E-01  0.852E+05  0.145E+01
032300.654     3399320    31538588  0.513E-03  0.532E-03  0.290E-01  0.820E+05  0.136E+01
033300.619     3408439    31649047  0.511E-03  0.528E-03  0.290E-01  0.745E+05  0.146E+01
