Time       moves_acc moves_gen     G(r)_1     S(Q)_1
195547.552     1553087     9469066  0.421E-02  0.437E-02
200547.510     1563366     9566604  0.415E-02  0.431E-02
201547.515     1573633     9664084  0.412E-02  0.426E-02
202547.479     1583856     9761617  0.409E-02  0.421E-02
203554.610     1594172     9859075  0.407E-02  0.416E-02
204547.508     1604302     9955396  0.403E-02  0.412E-02
205547.513     1614510    10052896  0.400E-02  0.407E-02
210547.533     1624774    10150429  0.399E-02  0.402E-02
211547.484     1635097    10247842  0.397E-02  0.397E-02
212547.526     1645397    10345167  0.394E-02  0.392E-02
213547.545     1655471    10442193  0.391E-02  0.388E-02
214547.552     1665700    10539571  0.391E-02  0.383E-02
215547.494     1675877    10636879  0.387E-02  0.379E-02
220547.732     1685956    10734169  0.385E-02  0.375E-02
221547.587     1696179    10831425  0.383E-02  0.372E-02
222547.517     1706360    10928803  0.381E-02  0.368E-02
223547.669     1716549    11026028  0.380E-02  0.365E-02
224547.543     1726628    11123462  0.377E-02  0.361E-02
225547.534     1736759    11220837  0.376E-02  0.358E-02
230547.665     1746744    11318094  0.376E-02  0.354E-02
231547.592     1756841    11415440  0.375E-02  0.351E-02
232547.535     1766822    11512938  0.373E-02  0.348E-02
233547.534     1776824    11610295  0.369E-02  0.345E-02
