 Q (1/Ang),Yb-Yb,Yb-Sn,Yb-O ,Sn-Sn,Sn-O ,O-O  
  20.27000 ,     0.400759362106356E+00 ,     0.981930294519046E+00 ,     0.405582950969505E-01 ,     0.163368506108569E+01 ,    -0.553767815387602E+00 ,    -0.140155083883477E+00 , 
  20.28000 ,     0.164124241525371E+00 ,     0.412877273633141E+00 ,     0.994724433147065E-01 ,     0.104252297335304E+01 ,    -0.577722077194573E+00 ,    -0.101192368091855E+00 , 
  20.29000 ,    -0.706658149764466E-01 ,    -0.121916008715210E+00 ,     0.137319392132175E+00 ,     0.402357773810146E+00 ,    -0.544085704107187E+00 ,    -0.522554002881829E-01 , 
  20.30000 ,    -0.279392537812593E+00 ,    -0.555460564680913E+00 ,     0.150035208166404E+00 ,    -0.208375980475848E+00 ,    -0.458672281829690E+00 ,    -0.942441735366002E-03 , 
  20.31000 ,    -0.442630940607279E+00 ,    -0.842643764967118E+00 ,     0.138255355757509E+00 ,    -0.719685890748461E+00 ,    -0.336166126393717E+00 ,     0.452903034387669E-01 , 
  20.32000 ,    -0.548280267343204E+00 ,    -0.966002339062683E+00 ,     0.106941876874897E+00 ,    -0.108036510032518E+01 ,    -0.196919768380128E+00 ,     0.801545432548376E-01 , 
  20.33000 ,    -0.592872553814969E+00 ,    -0.936140072102216E+00 ,     0.641932577882917E-01 ,    -0.126485210069233E+01 ,    -0.628118947667885E-01 ,     0.993041571034329E-01 , 
  20.34000 ,    -0.581523587776093E+00 ,    -0.787050041156951E+00 ,     0.194862331766019E-01 ,    -0.127568561229130E+01 ,     0.469499630855048E-01 ,     0.100774638507756E+00 , 
  20.35000 ,    -0.526601483573777E+00 ,    -0.567570177906681E+00 ,    -0.182890255865345E-01 ,    -0.114138483388840E+01 ,     0.119240157065047E+00 ,     0.850606299364030E-01 , 
  20.36000 ,    -0.445373213606177E+00 ,    -0.330875382044265E+00 ,    -0.426005688089750E-01 ,    -0.910312277196425E+00 ,     0.149012413014020E+00 ,     0.548561090011014E-01 , 
  20.37000 ,    -0.357026225927713E+00 ,    -0.124168186043999E+00 ,    -0.504972314697782E-01 ,    -0.641671292779510E+00 ,     0.139587739363239E+00 ,     0.145230631282394E-01 , 
  20.38000 ,    -0.279536501681983E+00 ,     0.194568303918472E-01 ,    -0.430431468839792E-01 ,    -0.395176743903194E+00 ,     0.101303336186734E+00 ,    -0.306176339703681E-01 , 
  20.39000 ,    -0.226860679596809E+00 ,     0.855688814683505E-01 ,    -0.248909303895049E-01 ,    -0.221075430439633E+00 ,     0.489162090235686E-01 ,    -0.750656633532000E-01 , 
  20.40000 ,    -0.206870714670921E+00 ,     0.787843477417730E-01 ,    -0.309980575967916E-02 ,    -0.152079684987125E+00 ,    -0.162983205554791E-02 ,    -0.113883126782537E+00 , 
  20.41000 ,    -0.220334128360831E+00 ,     0.192617642909724E-01 ,     0.145393223941662E-01 ,    -0.198441816285555E+00 ,    -0.363935866174753E-01 ,    -0.143302455573679E+00 , 
  20.42000 ,    -0.261085964065184E+00 ,    -0.636497106042613E-01 ,     0.213104584482544E-01 ,    -0.346892504445951E+00 ,    -0.459750517302786E-01 ,    -0.161125725488317E+00 , 
  20.43000 ,    -0.317359359660825E+00 ,    -0.139074009873700E+00 ,     0.131267100864178E-01 ,    -0.563564100325946E+00 ,    -0.269831831999526E-01 ,    -0.166870758044364E+00 , 
  20.44000 ,    -0.374062942998640E+00 ,    -0.181904224315834E+00 ,    -0.104939726393315E-01 ,    -0.800401432485517E+00 ,     0.177371724122687E-01 ,    -0.161655103340836E+00 , 
  20.45000 ,    -0.415639663205947E+00 ,    -0.178256936974586E+00 ,    -0.462321190822353E-01 ,    -0.100401234148366E+01 ,     0.800354218835293E-01 ,    -0.147846835644758E+00 , 
  20.46000 ,    -0.429037158659753E+00 ,    -0.128099134201416E+00 ,    -0.875841584270530E-01 ,    -0.112550670559545E+01 ,     0.148253577389827E+00 ,    -0.128546342491441E+00 , 
  20.47000 ,    -0.406284203556687E+00 ,    -0.447113623814857E-01 ,    -0.126158729130975E+00 ,    -0.112968092650622E+01 ,     0.209482329222722E+00 ,    -0.106990466589056E+00 , 
  20.48000 ,    -0.346212960149179E+00 ,     0.486839940062987E-01 ,    -0.153377553367196E+00 ,    -0.100196540305504E+01 ,     0.251838047704370E+00 ,    -0.859841016125256E-01 , 
  20.49000 ,    -0.254992715242850E+00 ,     0.124255590837981E+00 ,    -0.162227096070816E+00 ,    -0.751872815214112E+00 ,     0.266382401859009E+00 ,    -0.674606746721864E-01 , 
  20.50000 ,    -0.145333445745447E+00 ,     0.155658457495560E+00 ,    -0.148702723927702E+00 ,    -0.412232596953689E+00 ,     0.248422625061010E+00 ,    -0.522506022667002E-01 , 
  20.51000 ,    -0.344489232292773E-01 ,     0.123633265574491E+00 ,    -0.112656638244519E+00 ,    -0.341982562713428E-01 ,     0.198070445188918E+00 ,    -0.400981499106024E-01 , 
  20.52000 ,     0.588996906409522E-01 ,     0.200431727834397E-01 ,    -0.578880197598747E-01 ,     0.321239181237646E+00 ,     0.120069289773289E+00 ,    -0.299183266872116E-01 , 
  20.53000 ,     0.117771165619056E+00 ,    -0.150336940562699E+00 ,     0.852947499931197E-02 ,     0.593835173075771E+00 ,     0.230000494298824E-01 ,    -0.202356746344924E-01 , 
  20.54000 ,     0.130209669011412E+00 ,    -0.370488037869363E+00 ,     0.775348269729544E-01 ,     0.734924767560936E+00 ,    -0.819640658938073E-01 ,    -0.970652844723262E-02 , 
  20.55000 ,     0.916023149841582E-01 ,    -0.614011945903924E+00 ,     0.139715591641201E+00 ,     0.716517518745473E+00 ,    -0.182560433231848E+00 ,     0.239502626511289E-02 , 
  20.56000 ,     0.574800632778771E-02 ,    -0.849561465251320E+00 ,     0.186967073156802E+00 ,     0.536892760428588E+00 ,    -0.267008681278971E+00 ,     0.158435880265859E-01 , 
  20.57000 ,    -0.115615389497841E+00 ,    -0.104598334154786E+01 ,     0.213857066320006E+00 ,     0.221509817493391E+00 ,    -0.325479859781819E+00 ,     0.293677165419506E-01 , 
  20.58000 ,    -0.254786849361627E+00 ,    -0.117727483854280E+01 ,     0.218449409301781E+00 ,    -0.181111933072243E+00 ,    -0.351313301619439E+00 ,     0.408298225828449E-01 , 
  20.59000 ,    -0.391242263101068E+00 ,    -0.122656420143966E+01 ,     0.202455980082334E+00 ,    -0.607930602246905E+00 ,    -0.341853110180369E+00 ,     0.476548620657055E-01 , 
  20.60000 ,    -0.505353143447146E+00 ,    -0.118854878871163E+01 ,     0.170722687479911E+00 ,    -0.992833006928491E+00 ,    -0.298801595126695E+00 ,     0.474228954223215E-01 , 
  20.61000 ,    -0.581959442629597E+00 ,    -0.107010684725390E+01 ,     0.130181997531326E+00 ,    -0.127885539586438E+01 ,    -0.228023310438670E+00 ,     0.384975389599168E-01 , 
  20.62000 ,    -0.613076552081358E+00 ,    -0.889085900545095E+00 ,     0.884977527520976E-01 ,    -0.142878740073656E+01 ,    -0.138787235679447E+00 ,     0.205461396583785E-01 , 
  20.63000 ,    -0.599171712412016E+00 ,    -0.671520504181542E+00 ,     0.526712108763267E-01 ,    -0.143200350763315E+01 ,    -0.425072887665283E-01 ,    -0.517671523666093E-02 , 
  20.64000 ,    -0.548725653705025E+00 ,    -0.447719694814556E+00 ,     0.278654404960846E-01 ,    -0.130604996218853E+01 ,     0.488744746354154E-01 ,    -0.358649739080948E-01 , 
  20.65000 ,    -0.476147505770032E+00 ,    -0.247781168216637E+00 ,     0.166450808523093E-01 ,    -0.109253496937873E+01 ,     0.124637670732532E+00 ,    -0.675320447609072E-01 , 
  20.66000 ,    -0.398462423931908E+00 ,    -0.971377983574097E-01 ,     0.187358358082801E-01 ,    -0.848030854550112E+00 ,     0.176887336531140E+00 ,    -0.956592210576886E-01 , 
  20.67000 ,    -0.331465847324703E+00 ,    -0.127299165462846E-01 ,     0.313038902526382E-01 ,    -0.631761281563819E+00 ,     0.201723325669021E+00 ,    -0.116000044625289E+00 , 
  20.68000 ,    -0.286172732010282E+00 ,    -0.330113137519024E-03 ,     0.496609811061689E-01 ,    -0.492584448437534E+00 ,     0.199736370412226E+00 ,    -0.125379499059350E+00 , 
  20.69000 ,    -0.266349105693009E+00 ,    -0.534289539165753E-01 ,     0.682332749765646E-01 ,    -0.458021586246901E+00 ,     0.175699701337386E+00 ,    -0.122321426432196E+00 , 
  20.70000 ,    -0.267698524630718E+00 ,    -0.153920641494407E+00 ,     0.816014359369416E-01 ,    -0.527744532089564E+00 ,     0.137476078753591E+00 ,    -0.107368350267329E+00 , 
  20.71000 ,    -0.278927588053906E+00 ,    -0.274610796062752E+00 ,     0.854268208730565E-01 ,    -0.673071943419965E+00 ,     0.943248572117101E-01 ,    -0.830190380982257E-01 , 
  20.72000 ,    -0.284504006396368E+00 ,    -0.383316455630473E+00 ,     0.771184431394191E-01 ,    -0.842792398590749E+00 ,     0.549350617599881E-01 ,    -0.532877602433840E-01 , 
  20.73000 ,    -0.268536042621780E+00 ,    -0.448066638606840E+00 ,     0.561556398918128E-01 ,    -0.974282520326471E+00 ,     0.255921134277122E-01 ,    -0.229682759713034E-01 , 
  20.74000 ,    -0.218929514095895E+00 ,    -0.442679645237145E+00 ,     0.240484673343433E-01 ,    -0.100770453424442E+01 ,     0.888207423824400E-02 ,     0.325221937401685E-02 , 
  20.75000 ,    -0.130882604342608E+00 ,    -0.351838820634285E+00 ,    -0.160211429387982E-01 ,    -0.900311926662980E+00 ,     0.324074811148422E-02 ,     0.216523109254522E-01 , 
  20.76000 ,    -0.888748617241685E-02 ,    -0.174758776787781E+00 ,    -0.597890092089027E-01 ,    -0.637744182620781E+00 ,     0.348044691530392E-02 ,     0.301377226058777E-01 , 
  20.77000 ,     0.133295070514306E+00 ,     0.733379576587818E-01 ,    -0.102615677157348E+00 ,    -0.239708037032140E+00 ,     0.220988749438907E-02 ,     0.285757570831561E-01 , 
  20.78000 ,     0.274794875138127E+00 ,     0.362421827984685E+00 ,    -0.140193045098750E+00 ,     0.241461757998809E+00 ,    -0.814901391862058E-02 ,     0.187424680110455E-01 , 
  20.79000 ,     0.391564391742236E+00 ,     0.651594928729633E+00 ,    -0.169146037654809E+00 ,     0.729407452749870E+00 ,    -0.331990524169680E-01 ,     0.390251862774501E-02 , 
  20.80000 ,     0.461315883632708E+00 ,     0.895328334887014E+00 ,    -0.187449967428524E+00 ,     0.113803606512615E+01 ,    -0.747704754553373E-01 ,    -0.118838963238901E-01 , 
  20.81000 ,     0.468440888983644E+00 ,     0.105107920055330E+01 ,    -0.194616061761256E+00 ,     0.138873607070483E+01 ,    -0.129940650993909E+00 ,    -0.245799773693828E-01 , 
  20.82000 ,     0.407847324482487E+00 ,     0.108701039914210E+01 ,    -0.191631429906349E+00 ,     0.142703583793448E+01 ,    -0.191155360850185E+00 ,    -0.309496884832911E-01 , 
  20.83000 ,     0.286836710171071E+00 ,     0.988388887961537E+00 ,    -0.180672236395950E+00 ,     0.123519460449735E+01 ,    -0.247493447626822E+00 ,    -0.291415059919844E-01 , 
  20.84000 ,     0.124527103197715E+00 ,     0.761360481867233E+00 ,    -0.164637906910695E+00 ,     0.837933635030372E+00 ,    -0.286851567539265E+00 ,    -0.189728634344284E-01 , 
  20.85000 ,    -0.511704309411126E-01 ,     0.433193292291565E+00 ,    -0.146578187019898E+00 ,     0.299842116702421E+00 ,    -0.298600123828014E+00 ,    -0.187577856803641E-02 , 
  20.86000 ,    -0.208497163385149E+00 ,     0.486959422916187E-01 ,    -0.129101947617210E+00 ,    -0.285332363653123E+00 ,    -0.276129693023111E+00 ,     0.194649480081776E-01 , 
  20.87000 ,    -0.317768115573840E+00 ,    -0.336757215593747E+00 ,    -0.113864357490257E+00 ,    -0.811617385523534E+00 ,    -0.218703979003659E+00 ,     0.416892976285633E-01 , 
  20.88000 ,    -0.357090654276963E+00 ,    -0.666465050965982E+00 ,    -0.101224665961211E+00 ,    -0.118074589069207E+01 ,    -0.132166089463452E+00 ,     0.614262641146619E-01 , 
  20.89000 ,    -0.316710133547138E+00 ,    -0.892255096233011E+00 ,    -0.901481166744103E-01 ,    -0.132115213458440E+01 ,    -0.282840071555464E-01 ,     0.759075756055476E-01 , 
  20.90000 ,    -0.201066433564318E+00 ,    -0.983089024853647E+00 ,    -0.783919380638281E-01 ,    -0.120219219553080E+01 ,     0.771832658317112E-01 ,     0.834147036040793E-01 , 
  20.91000 ,    -0.280956955098988E-01 ,    -0.930700258103042E+00 ,    -0.629693001565133E-01 ,    -0.840628646995405E+00 ,     0.167331567410989E+00 ,     0.834863482851047E-01 , 
  20.92000 ,     0.174132709879624E+00 ,    -0.751054742533356E+00 ,    -0.408324524297838E-01 ,    -0.297924115008084E+00 ,     0.227291536975562E+00 ,     0.768683831472007E-01 , 
  20.93000 ,     0.372807589529341E+00 ,    -0.481210522798386E+00 ,    -0.966598898685042E-02 ,     0.331281252847618E+00 ,     0.247078814571659E+00 ,     0.652418152309924E-01 , 
  20.94000 ,     0.536736422392177E+00 ,    -0.172062763763166E+00 ,     0.313558782192770E-01 ,     0.937348679496482E+00 ,     0.223510678486759E+00 ,     0.508054068899755E-01 , 
  20.95000 ,     0.642405530132913E+00 ,     0.121686536776858E+00 ,     0.810077374997371E-01 ,     0.141694337018388E+01 ,     0.160779578502255E+00 ,     0.358107204175724E-01 , 
  20.96000 ,     0.678518738014654E+00 ,     0.352383008820774E+00 ,     0.135789802969161E+00 ,     0.169325270718116E+01 ,     0.695598579057987E-01 ,     0.221461027318244E-01 , 
  20.97000 ,     0.648091942013369E+00 ,     0.488915959101795E+00 ,     0.190136851234646E+00 ,     0.173107918816907E+01 ,    -0.351622944057176E-01 ,     0.110452718732657E-01 , 
  20.98000 ,     0.567669972734313E+00 ,     0.522887180998810E+00 ,     0.237077486422664E+00 ,     0.154375155203050E+01 ,    -0.137074005180011E+00 ,     0.296240796678187E-02 , 
  20.99000 ,     0.463811911747303E+00 ,     0.470114950416751E+00 ,     0.269272428979310E+00 ,     0.119040616488428E+01 ,    -0.221705125265120E+00 ,    -0.238232311151087E-02 , 
  21.00000 ,     0.367543147115832E+00 ,     0.367066296762164E+00 ,     0.280274407763798E+00 ,     0.764102993146260E+00 ,    -0.279120916006911E+00 ,    -0.581662835827973E-02 , 
  21.01000 ,     0.307884277274635E+00 ,     0.262854306863966E+00 ,     0.265788578285901E+00 ,     0.373072669479731E+00 ,    -0.305590974915145E+00 ,    -0.844234447278792E-02 , 
  21.02000 ,     0.305754815056313E+00 ,     0.208377017864402E+00 ,     0.224687621791534E+00 ,     0.118774564068075E+00 ,    -0.303917756180299E+00 ,    -0.113367214736122E-01 , 
  21.03000 ,     0.369475901378016E+00 ,     0.244808884743531E+00 ,     0.159559476717512E+00 ,     0.751015048641911E-01 ,    -0.282401663167533E+00 ,    -0.152877780313758E-01 , 
  21.04000 ,     0.492776751184348E+00 ,     0.393842707248793E+00 ,     0.766379484010393E-01 ,     0.272862049117913E+00 ,    -0.252710295309127E+00 ,    -0.206091173340339E-01 , 
  21.05000 ,     0.655709897267963E+00 ,     0.651768758696029E+00 ,    -0.149235809660338E-01 ,     0.692645759355314E+00 ,    -0.227143171796956E+00 ,    -0.270604413118710E-01 , 
  21.06000 ,     0.828301907195293E+00 ,     0.988723046275204E+00 ,    -0.104347607361170E+00 ,     0.126753455223532E+01 ,    -0.215893140521476E+00 ,    -0.338799658433497E-01 , 
  21.07000 ,     0.976225415698272E+00 ,     0.135338815463596E+01 ,    -0.180890090509504E+00 ,     0.189519011335373E+01 ,    -0.224881742964236E+00 ,    -0.399175220549884E-01 , 
  21.08000 ,     0.106738248314370E+01 ,     0.168230340736824E+01 ,    -0.235568062330459E+00 ,     0.245700650900737E+01 ,    -0.254598683974005E+00 ,    -0.438441507924174E-01 , 
  21.09000 ,     0.107811555976692E+01 ,     0.191197197100511E+01 ,    -0.262634754450707E+00 ,     0.284063144000868E+01 ,    -0.300142891160150E+00 ,    -0.444056850225762E-01 , 
  21.10000 ,     0.997842499029273E+00 ,     0.199134707217839E+01 ,    -0.260513931014464E+00 ,     0.296150018238777E+01 ,    -0.352399383355128E+00 ,    -0.406834081927882E-01 , 
  21.11000 ,     0.831227065147536E+00 ,     0.189216939446096E+01 ,    -0.232000345132912E+00 ,     0.277921947597972E+01 ,    -0.400051264291862E+00 ,    -0.323234690582631E-01 , 
  21.12000 ,     0.597481073942461E+00 ,     0.161504120724624E+01 ,    -0.183672481379282E+00 ,     0.230564234306711E+01 ,    -0.431969023152008E+00 ,    -0.196979912679245E-01 , 
  21.13000 ,     0.326951301012532E+00 ,     0.118997752817596E+01 ,    -0.124619513452776E+00 ,     0.160308837012442E+01 ,    -0.439469141976139E+00 ,    -0.396528221946564E-02 , 
  21.14000 ,     0.556638568664790E-01 ,     0.671294389340714E+00 ,    -0.647243079086658E-01 ,     0.773069101637700E+00 ,    -0.417994356290061E+00 ,     0.129946028776191E-01 , 
  21.15000 ,    -0.181119366728699E+00 ,     0.127845901418982E+00 ,    -0.128380051812271E-01 ,    -0.622974485283542E-01 ,    -0.367917636688223E+00 ,     0.287783582702960E-01 , 
  21.16000 ,    -0.355104681507215E+00 ,    -0.369435344349968E+00 ,     0.247922650160072E-01 ,    -0.782608684771905E+00 ,    -0.294371746108363E+00 ,     0.407815298972872E-01 , 
  21.17000 ,    -0.449768919382861E+00 ,    -0.760202784364121E+00 ,     0.455301239357383E-01 ,    -0.129097002987174E+01 ,    -0.206208956920885E+00 ,     0.466100848155376E-01 , 
  21.18000 ,    -0.462884276131176E+00 ,    -0.100505309742540E+01 ,     0.505944024344407E-01 ,    -0.153112780534092E+01 ,    -0.114357636842527E+00 ,     0.445236405681837E-01 , 
  21.19000 ,    -0.406337580103570E+00 ,    -0.109156206433811E+01 ,     0.445033640380391E-01 ,    -0.149673968805281E+01 ,    -0.299335910725622E-01 ,     0.338343417918351E-01 , 
  21.20000 ,    -0.303335993798496E+00 ,    -0.103489419378272E+01 ,     0.338491924017794E-01 ,    -0.123111367001853E+01 ,     0.375271804386178E-01 ,     0.151785321735623E-01 , 
  21.21000 ,    -0.183583018300379E+00 ,    -0.873007879757025E+00 ,     0.256750453989660E-01 ,    -0.817584749532960E+00 ,     0.814132007731962E-01 ,    -0.941241490241474E-02 , 
  21.22000 ,    -0.773795117858061E-01 ,    -0.657584032297948E+00 ,     0.258109189412409E-01 ,    -0.362485147079708E+00 ,     0.987749145015929E-01 ,    -0.366887033137374E-01 , 
  21.23000 ,    -0.978677863643558E-02 ,    -0.442660478852210E+00 ,     0.375316035475208E-01 ,     0.259436550559558E-01 ,     0.904054126860232E-01 ,    -0.626102532120206E-01 , 
  21.24000 ,     0.404747044241628E-02 ,    -0.273381316155865E+00 ,     0.608277808563904E-01 ,     0.258612958887247E+00 ,     0.603384832251032E-01 ,    -0.829792752826825E-01 , 
  21.25000 ,    -0.384575550334063E-01 ,    -0.177186611482383E+00 ,     0.924449349396613E-01 ,     0.282593391097924E+00 ,     0.149258427492501E-01 ,    -0.941805718644972E-01 , 
  21.26000 ,    -0.127141793832476E+00 ,    -0.159199276350426E+00 ,     0.126673825709159E+00 ,     0.908616140366268E-01 ,    -0.383033861601167E-01 ,    -0.938965613083073E-01 , 
  21.27000 ,    -0.241391685909908E+00 ,    -0.202640570097907E+00 ,     0.156708432174214E+00 ,    -0.276988106837098E+00 ,    -0.918015541363185E-01 ,    -0.816514940693245E-01 , 
  21.28000 ,    -0.354407468740454E+00 ,    -0.274025005014325E+00 ,     0.176259919377507E+00 ,    -0.743090830910873E+00 ,    -0.139016998270121E+00 ,    -0.590569022850173E-01 , 
  21.29000 ,    -0.438605881403689E+00 ,    -0.331880385737530E+00 ,     0.181057077984114E+00 ,    -0.120700425451208E+01 ,    -0.175154372786571E+00 ,    -0.296780512692996E-01 , 
  21.30000 ,    -0.471116356794142E+00 ,    -0.337020189244636E+00 ,     0.169888388543288E+00 ,    -0.156564975377217E+01 ,    -0.197624156408899E+00 ,     0.148803325625735E-02 , 
  21.31000 ,    -0.438330568133476E+00 ,    -0.262109752461659E+00 ,     0.144943491315845E+00 ,    -0.173362663426165E+01 ,    -0.206167551451929E+00 ,     0.288518594064394E-01 , 
  21.32000 ,    -0.338661661230802E+00 ,    -0.984665424491512E-01 ,     0.111369953763275E+00 ,    -0.166000147976069E+01 ,    -0.202672395278880E+00 ,     0.472438574970511E-01 , 
  21.33000 ,    -0.183019984694190E+00 ,     0.141333814855478E+00 ,     0.761396682623556E-01 ,    -0.133839871036133E+01 ,    -0.190715206288323E+00 ,     0.529071107376274E-01 , 
  21.34000 ,     0.705190890700829E-02 ,     0.425552645331696E+00 ,     0.464778962505982E-01 ,    -0.808542198698222E+00 ,    -0.174881161563093E+00 ,     0.442669258125655E-01 , 
  21.35000 ,     0.203203918413647E+00 ,     0.709580956971279E+00 ,     0.282108593287027E-01 ,    -0.149058907326466E+00 ,    -0.159934008657114E+00 ,     0.223064223391671E-01 , 
  21.36000 ,     0.375323032464234E+00 ,     0.945042440485082E+00 ,     0.244110244335184E-01 ,     0.536970375609032E+00 ,    -0.149933509914013E+00 ,    -0.955040781002571E-02 , 
  21.37000 ,     0.496845064886438E+00 ,     0.108974623572932E+01 ,     0.346566970829394E-01 ,     0.114086433690472E+01 ,    -0.147424472825267E+00 ,    -0.460480672637031E-01 , 
  21.38000 ,     0.549350125475340E+00 ,     0.111638078490152E+01 ,     0.550873373826540E-01 ,     0.156795576140011E+01 ,    -0.152838576404938E+00 ,    -0.810964090664133E-01 , 
  21.39000 ,     0.525613149112013E+00 ,     0.101813887551606E+01 ,     0.792577563600761E-01 ,     0.175424684653812E+01 ,    -0.164245592443537E+00 ,    -0.108962019451736E+00 , 
  21.40000 ,     0.430588139328069E+00 ,     0.810136952747609E+00 ,     0.996126451618124E-01 ,     0.167702744868952E+01 ,    -0.177554317967094E+00 ,    -0.125410574418361E+00 , 
  21.41000 ,     0.280203841340632E+00 ,     0.526389175020410E+00 ,     0.109258555223466E+00 ,     0.135760609751413E+01 ,    -0.187193090391264E+00 ,    -0.128556814068856E+00 , 
  21.42000 ,     0.982618292106689E-01 ,     0.213025252368792E+00 ,     0.103636378484577E+00 ,     0.855866790119886E+00 ,    -0.187203177558994E+00 ,    -0.119232345413551E+00 , 
  21.43000 ,    -0.879237386883598E-01 ,    -0.807940627727608E-01 ,     0.817111192867680E-01 ,     0.257951084842669E+00 ,    -0.172574227670158E+00 ,    -0.100779058907363E+00 , 
  21.44000 ,    -0.252287906877562E+00 ,    -0.312364455408226E+00 ,     0.463954562290929E-01 ,    -0.340338247352614E+00 ,    -0.140565073428889E+00 ,    -0.782977694498797E-01 , 
  21.45000 ,    -0.374274351480698E+00 ,    -0.453387691056109E+00 ,     0.408827646841472E-02 ,    -0.851060562844461E+00 ,    -0.917120514493865E-01 ,    -0.575016536859921E-01 , 
  21.46000 ,    -0.441817948499439E+00 ,    -0.494803489175911E+00 ,    -0.365965839561575E-01 ,    -0.120916328180258E+01 ,    -0.302502799925619E-01 ,    -0.434153673020509E-01 , 
  21.47000 ,    -0.452553336843462E+00 ,    -0.447601501768966E+00 ,    -0.666551943100773E-01 ,    -0.138219761372675E+01 ,     0.362330694021808E-01 ,    -0.392020126787165E-01 , 
  21.48000 ,    -0.413120178358683E+00 ,    -0.339557355454702E+00 ,    -0.786878618705882E-01 ,    -0.137307180901076E+01 ,     0.979423823540591E-01 ,    -0.453804871392940E-01 , 
  21.49000 ,    -0.336819220649374E+00 ,    -0.208671982128783E+00 ,    -0.686326259820101E-01 ,    -0.121565415332132E+01 ,     0.144661416166554E+00 ,    -0.596175853192917E-01 , 
  21.50000 ,    -0.240194808218646E+00 ,    -0.947464631288928E-01 ,    -0.368541352758219E-01 ,    -0.964502420655669E+00 ,     0.167862538779695E+00 ,    -0.771581554566047E-01 , 
  21.51000 ,    -0.139314829922084E+00 ,    -0.308667085596347E-01 ,     0.116656856233597E-01 ,    -0.681160657708396E+00 ,     0.162699529899399E+00 ,    -0.918182642378790E-01 , 
  21.52000 ,    -0.465500422932512E-01 ,    -0.365427251916969E-01 ,     0.681022323841974E-01 ,    -0.420092788195635E+00 ,     0.129421187296753E+00 ,    -0.973408779800372E-01 , 
  21.53000 ,     0.314829308577888E-01 ,    -0.113863244924072E+00 ,     0.121391823164946E+00 ,    -0.217293678738804E+00 ,     0.738249813396062E-01 ,    -0.888290257312409E-01 , 
  21.54000 ,     0.944260870080378E-01 ,    -0.247377069584093E+00 ,     0.160351300376391E+00 ,    -0.839480099450892E-01 ,     0.655084032645892E-02 ,    -0.639472728814228E-01 , 
  21.55000 ,     0.147096974122554E+00 ,    -0.407637592804168E+00 ,     0.175888162560519E+00 ,    -0.634552094699419E-02 ,    -0.587385121917141E-01 ,    -0.236250607991901E-01 , 
  21.56000 ,     0.197139148902837E+00 ,    -0.557607175045969E+00 ,     0.162851613062901E+00 ,     0.481399930385835E-01 ,    -0.107985124459958E+00 ,     0.279031847164411E-01 , 
  21.57000 ,     0.252009147060251E+00 ,    -0.660561278364427E+00 ,     0.121144335914308E+00 ,     0.120540213228801E+00 ,    -0.129654564628482E+00 ,     0.837476149060226E-01 , 
  21.58000 ,     0.316049597339903E+00 ,    -0.687864365852722E+00 ,     0.558632441855646E-01 ,     0.247774461444587E+00 ,    -0.117320281089039E+00 ,     0.135582431764877E+00 , 
  21.59000 ,     0.388377227121205E+00 ,    -0.625054702723979E+00 ,    -0.235662405374910E-01 ,     0.451081357348351E+00 ,    -0.713156409006848E-01 ,     0.175193470728963E+00 , 
  21.60000 ,     0.462129746864654E+00 ,    -0.475049456587522E+00 ,    -0.105094603026807E+00 ,     0.728139138351862E+00 ,     0.976199293352093E-03 ,     0.196040775166666E+00 , 
  21.61000 ,     0.525306224494798E+00 ,    -0.257880429236445E+00 ,    -0.176255524108964E+00 ,     0.105079354274074E+01 ,     0.863452663370513E-01 ,     0.194518027851826E+00 , 
  21.62000 ,     0.563068453876364E+00 ,    -0.706860268146163E-02 ,    -0.226441662320681E+00 ,     0.136906640443463E+01 ,     0.168308916526970E+00 ,     0.170653077409240E+00 , 
  21.63000 ,     0.561026425596677E+00 ,     0.236598061049294E+00 ,    -0.248804927118690E+00 ,     0.162071565043277E+01 ,     0.230504270541716E+00 ,     0.128109966316063E+00 , 
  21.64000 ,     0.508786074994757E+00 ,     0.432631493407289E+00 ,    -0.241417354088812E+00 ,     0.174436152293992E+01 ,     0.260209838842053E+00 ,     0.734976062937110E-01 , 
  21.65000 ,     0.402948308536257E+00 ,     0.548273272927914E+00 ,    -0.207480794992254E+00 ,     0.169335765548390E+01 ,     0.251221709445175E+00 ,     0.151323327575021E-01 , 
  21.66000 ,     0.248838097560048E+00 ,     0.564369459296712E+00 ,    -0.154565512491682E+00 ,     0.144735347819616E+01 ,     0.205418035411634E+00 ,    -0.384893012196029E-01 , 
  21.67000 ,     0.604956020515763E-01 ,     0.478608098905889E+00 ,    -0.930496999600250E-01 ,     0.101892212952473E+01 ,     0.132611343366855E+00 ,    -0.801977017838691E-01 , 
  21.68000 ,    -0.141173857557300E+00 ,     0.305570134758693E+00 ,    -0.340850802191571E-01 ,     0.453630335045157E+00 ,     0.486571987376634E-01 ,    -0.105340169420298E+00 , 
  21.69000 ,    -0.331794881976250E+00 ,     0.736666526358807E-01 ,     0.125019252381421E-01 ,    -0.176705286038385E+00 ,    -0.278207898975485E-01 ,    -0.112430792373660E+00 , 
  21.70000 ,    -0.487818782180297E+00 ,    -0.180374933078885E+00 ,     0.399636372914847E-01 ,    -0.786385838270992E+00 ,    -0.794052299096822E-01 ,    -0.103156301460056E+00 , 
