 Q (1/Ang),Yb-Yb,Yb-Sn,Yb-O ,Sn-Sn,Sn-O ,O-O  
  21.71000 ,    -0.590860508983657E+00 ,    -0.418366955066233E+00 ,     0.457107559483261E-01 ,    -0.129141679451707E+01 ,    -0.936940702070193E-01 ,    -0.817704794080795E-01 , 
  21.72000 ,    -0.631175535513907E+00 ,    -0.607528206502909E+00 ,     0.315341252249436E-01 ,    -0.162518395288387E+01 ,    -0.660912393285062E-01 ,    -0.540343821160210E-01 , 
  21.73000 ,    -0.609530139606218E+00 ,    -0.726065368551524E+00 ,     0.296088818988564E-02 ,    -0.175101293384515E+01 ,    -0.931338176028731E-03 ,    -0.259461298675629E-01 , 
  21.74000 ,    -0.537035710527701E+00 ,    -0.766453070194043E+00 ,    -0.320908279976221E-01 ,    -0.166900133797361E+01 ,     0.893496622658115E-01 ,    -0.253523777189994E-02 , 
  21.75000 ,    -0.432933842344756E+00 ,    -0.735861064814261E+00 ,    -0.650614569941887E-01 ,    -0.141565937641968E+01 ,     0.186851081575942E+00 ,     0.130321790989054E-01 , 
  21.76000 ,    -0.320747001466667E+00 ,    -0.653734362444982E+00 ,    -0.885375400326384E-01 ,    -0.105635748336631E+01 ,     0.272092866542898E+00 ,     0.198708804338684E-01 , 
  21.77000 ,    -0.223558364524968E+00 ,    -0.547075748052710E+00 ,    -0.977177150054817E-01 ,    -0.672055030774255E+00 ,     0.328296792883865E+00 ,     0.192619684984194E-01 , 
  21.78000 ,    -0.159378468417581E+00 ,    -0.444408641322122E+00 ,    -0.912758484243416E-01 ,    -0.342965927462696E+00 ,     0.345104853028049E+00 ,     0.140697467390987E-01 , 
  21.79000 ,    -0.137552075549219E+00 ,    -0.369633904984235E+00 ,    -0.714715965775327E-01 ,    -0.132458226477037E+00 ,     0.320886969690265E+00 ,     0.785190519601329E-02 , 
  21.80000 ,    -0.156954369204013E+00 ,    -0.336996186872698E+00 ,    -0.435153421679733E-01 ,    -0.744514713680685E-01 ,     0.263096644170910E+00 ,     0.388342967044531E-02 , 
  21.81000 ,    -0.206362065794738E+00 ,    -0.348146490501710E+00 ,    -0.143439986119805E-01 ,    -0.166872815495606E+00 ,     0.186568639407408E+00 ,     0.432208707728493E-02 , 
  21.82000 ,    -0.266937296000457E+00 ,    -0.391873073849061E+00 ,     0.892293468169587E-02 ,    -0.372504818218177E+00 ,     0.110119689205987E+00 ,     0.970043571740182E-02 , 
  21.83000 ,    -0.316323650713747E+00 ,    -0.446551315134737E+00 ,     0.205225638408481E-01 ,    -0.627056324586156E+00 ,     0.522049936408309E-01 ,     0.188476130171400E-01 , 
  21.84000 ,    -0.333516720996485E+00 ,    -0.484832873863187E+00 ,     0.172700333416408E-01 ,    -0.852820681410219E+00 ,     0.266090068558678E-01 ,     0.292431392817760E-01 , 
  21.85000 ,    -0.303506905930324E+00 ,    -0.479654746710699E+00 ,    -0.777374271763015E-03 ,    -0.975152344572925E+00 ,     0.391547240007888E-01 ,     0.377074336303256E-01 , 
  21.86000 ,    -0.220735179646106E+00 ,    -0.410382550691374E+00 ,    -0.303344108118524E-01 ,    -0.938423615132125E+00 ,     0.861971479200420E-01 ,     0.412606856995619E-01 , 
  21.87000 ,    -0.906442410920267E-01 ,    -0.267860800790419E+00 ,    -0.655624055391412E-01 ,    -0.718231342864099E+00 ,     0.155271080382805E+00 ,     0.379479701111065E-01 , 
  21.88000 ,     0.710024051110911E-01 ,    -0.573361037534190E-01 ,    -0.992552651497450E-01 ,    -0.327383775829115E+00 ,     0.227779113931229E+00 ,     0.274397597754696E-01 , 
  21.89000 ,     0.240903808555489E+00 ,     0.201386478601358E+00 ,    -0.124290303863679E+00 ,     0.185547240000490E+00 ,     0.283142104251928E+00 ,     0.112691828793153E-01 , 
  21.90000 ,     0.392548856424962E+00 ,     0.476669776627926E+00 ,    -0.135050915933295E+00 ,     0.744830384202605E+00 ,     0.303497048302350E+00 ,    -0.735208318729828E-02 , 
  21.91000 ,     0.501216993875714E+00 ,     0.730213300296230E+00 ,    -0.128540516749835E+00 ,     0.126162825504390E+01 ,     0.277893676844059E+00 ,    -0.241064040342997E-01 , 
  21.92000 ,     0.548650534790278E+00 ,     0.923741120569138E+00 ,    -0.104974130800010E+00 ,     0.165071526795168E+01 ,     0.205042728565000E+00 ,    -0.344162334254964E-01 , 
  21.93000 ,     0.526471454101397E+00 ,     0.102596944404853E+01 ,    -0.677408491322371E-01 ,     0.184656162387308E+01 ,     0.939840053781390E-01 ,    -0.343918040866703E-01 , 
  21.94000 ,     0.437678726951447E+00 ,     0.101852994408122E+01 ,    -0.227552478782208E-01 ,     0.181563269097200E+01 ,    -0.374993702194573E-01 ,    -0.216878937069692E-01 , 
  21.95000 ,     0.295957294855005E+00 ,     0.899693791095814E+00 ,     0.226659003708433E-01 ,     0.156252608264316E+01 ,    -0.166395359733215E+00 ,     0.390474037014348E-02 , 
  21.96000 ,     0.122973431990444E+00 ,     0.685137350129555E+00 ,     0.611763193273730E-01 ,     0.112880589911180E+01 ,    -0.269153732846834E+00 ,     0.402554757334878E-01 , 
  21.97000 ,    -0.557683011817891E-01 ,     0.405542678802490E+00 ,     0.867537025767009E-01 ,     0.584843407207230E+00 ,    -0.326540650313605E+00 ,     0.831247630197686E-01 , 
  21.98000 ,    -0.215655616181775E+00 ,     0.101430741580119E+00 ,     0.957748750066225E-01 ,     0.163450551414735E-01 ,    -0.327609259317406E+00 ,     0.126794519528469E+00 , 
  21.99000 ,    -0.337338765298137E+00 ,    -0.183834308565780E+00 ,     0.876128421590557E-01 ,    -0.491729330437874E+00 ,    -0.271934660945625E+00 ,     0.164988018605523E+00 , 
  22.00000 ,    -0.409890706969455E+00 ,    -0.411563206685869E+00 ,     0.646524624690532E-01 ,    -0.870681481654566E+00 ,    -0.169644266506907E+00 ,     0.191916252028728E+00 , 
  22.01000 ,    -0.432175717078190E+00 ,    -0.554356469586420E+00 ,     0.317358991499957E-01 ,    -0.108000738493161E+01 ,    -0.392571429936023E-01 ,     0.203265125535561E+00 , 
  22.02000 ,    -0.412224620367168E+00 ,    -0.600550570189401E+00 ,    -0.484105763161109E-02 ,    -0.111348872242839E+01 ,     0.961795506904528E-01 ,     0.196948761734205E+00 , 
  22.03000 ,    -0.364825050426798E+00 ,    -0.555643514176942E+00 ,    -0.385763577981393E-01 ,    -0.998377916493247E+00 ,     0.213807462874423E+00 ,     0.173495739053720E+00 , 
  22.04000 ,    -0.307891032013923E+00 ,    -0.440438031137299E+00 ,    -0.640043784324296E-01 ,    -0.788000679034816E+00 ,     0.295507609835289E+00 ,     0.135999297341400E+00 , 
  22.05000 ,    -0.258406141697825E+00 ,    -0.286291851531587E+00 ,    -0.776916994445624E-01 ,    -0.549405998051607E+00 ,     0.331320740727160E+00 ,     0.896379216128084E-01 , 
  22.06000 ,    -0.228794796779585E+00 ,    -0.128445932699400E+00 ,    -0.787970378630109E-01 ,    -0.348657799324027E+00 ,     0.321039087198007E+00 ,     0.408463641714440E-01 , 
  22.07000 ,    -0.224459214552551E+00 ,     0.120732459639068E-02 ,    -0.690958833891281E-01 ,    -0.236796729087844E+00 ,     0.273683545856454E+00 ,    -0.372317890468177E-02 , 
  22.08000 ,    -0.242954330350550E+00 ,     0.804372018415561E-01 ,    -0.524781171789814E-01 ,    -0.239323093270697E+00 ,     0.205045835091753E+00 ,    -0.382741113917344E-01 , 
  22.09000 ,    -0.274918192086039E+00 ,     0.100777928318912E+00 ,    -0.340315729313687E-01 ,    -0.351303519020454E+00 ,     0.133889921898006E+00 ,    -0.587907534166189E-01 , 
  22.10000 ,    -0.306506533492590E+00 ,     0.685891854813700E-01 ,    -0.189055030598492E-01 ,    -0.539038182792682E+00 ,     0.776808849857529E-01 ,    -0.636583633351055E-01 , 
  22.11000 ,    -0.322773595710175E+00 ,     0.287903549075846E-02 ,    -0.111893639418203E-01 ,    -0.747878544120132E+00 ,     0.487856340022154E-01 ,    -0.538716036587759E-01 , 
  22.12000 ,    -0.311258139469481E+00 ,    -0.696190347853780E-01 ,    -0.130362036427003E-01 ,    -0.914528754059258E+00 ,     0.519570380640144E-01 ,    -0.327952631764510E-01 , 
  22.13000 ,    -0.265008255878649E+00 ,    -0.121033269653124E+00 ,    -0.242076525035398E-01 ,    -0.981250004033675E+00 ,     0.836061438711500E-01 ,    -0.551847526544495E-02 , 
  22.14000 ,    -0.184412066810223E+00 ,    -0.129157707726530E+00 ,    -0.421297351232288E-01 ,    -0.909000009517908E+00 ,     0.132958932476743E+00 ,     0.220845559208019E-01 , 
  22.15000 ,    -0.774622151416691E-01 ,    -0.829674271780333E-01 ,    -0.624432556899046E-01 ,    -0.686758052126352E+00 ,     0.184777437940268E+00 ,     0.444207903304736E-01 , 
  22.16000 ,     0.415864792070327E-01 ,     0.143935207813588E-01 ,    -0.799308122878237E-01 ,    -0.335066462369572E+00 ,     0.222992057845362E+00 ,     0.571798145329995E-01 , 
  22.17000 ,     0.154874269923340E+00 ,     0.145848776463282E+00 ,    -0.896253611290653E-01 ,     0.969945619273079E-01 ,     0.234413218876792E+00 ,     0.580875445053411E-01 , 
  22.18000 ,     0.244351111767433E+00 ,     0.283845635805022E+00 ,    -0.878685657374764E-01 ,     0.540830035209537E+00 ,     0.211700579416897E+00 ,     0.472717413927955E-01 , 
  22.19000 ,     0.295245182940832E+00 ,     0.396311641250888E+00 ,    -0.730985968115199E-01 ,     0.921539900689026E+00 ,     0.154958251944637E+00 ,     0.271689476022246E-01 , 
  22.20000 ,     0.298882618657791E+00 ,     0.453825522988566E+00 ,    -0.462043569644564E-01 ,     0.117262655842567E+01 ,     0.716472348336665E-01 ,     0.198808326524543E-02 , 
  22.21000 ,     0.254299978689306E+00 ,     0.436422573389405E+00 ,    -0.103744756819402E-01 ,     0.124918251235384E+01 ,    -0.251140592794996E-01 ,    -0.231684366113394E-01 , 
  22.22000 ,     0.168346206937943E+00 ,     0.338505566738566E+00 ,     0.295242040812929E-01 ,     0.113683374484304E+01 ,    -0.119438949143479E+00 ,    -0.433562091331041E-01 , 
  22.23000 ,     0.542828834059111E-01 ,     0.170724025286480E+00 ,     0.679049431715743E-01 ,     0.854576211692124E+00 ,    -0.196082204754757E+00 ,    -0.548051482126211E-01 , 
  22.24000 ,    -0.708042443813813E-01 ,    -0.416628491230664E-01 ,     0.995519801087693E-01 ,     0.450900997049293E+00 ,    -0.243609324026077E+00 ,    -0.556949093248495E-01 , 
  22.25000 ,    -0.189234994053492E+00 ,    -0.263650762052325E+00 ,     0.120612804204949E+00 ,    -0.599916743987469E-02 ,    -0.256642097517169E+00 ,    -0.465275397452453E-01 , 
  22.26000 ,    -0.285940179647672E+00 ,    -0.457569315404513E+00 ,     0.129283382026949E+00 ,    -0.441904092976629E+00 ,    -0.236721677262794E+00 ,    -0.300139194490292E-01 , 
  22.27000 ,    -0.350997695524674E+00 ,    -0.590850320369762E+00 ,     0.126045570302134E+00 ,    -0.791254468693729E+00 ,    -0.191647462715753E+00 ,    -0.104891078282534E-01 , 
  22.28000 ,    -0.381007103891183E+00 ,    -0.642780023484096E+00 ,     0.113414133231409E+00 ,    -0.100975791781528E+01 ,    -0.133487515574697E+00 ,     0.702930190234505E-02 , 
  22.29000 ,    -0.379062685027234E+00 ,    -0.608728598438535E+00 ,     0.952581945970225E-01 ,    -0.108224453195799E+01 ,    -0.757398534589463E-01 ,     0.179471439822044E-01 , 
  22.30000 ,    -0.353383114631792E+00 ,    -0.500891252433461E+00 ,     0.758550511492450E-01 ,    -0.102411035859933E+01 ,    -0.302941628650307E-01 ,     0.191307313273200E-01 , 
  22.31000 ,    -0.314938073593184E+00 ,    -0.345343560130510E+00 ,     0.588923949710163E-01 ,    -0.876067373793528E+00 ,    -0.486723288136846E-02 ,     0.964958906011234E-02 , 
  22.32000 ,    -0.274619620117292E+00 ,    -0.176040207337013E+00 ,     0.466449916921435E-01 ,    -0.693381242147616E+00 ,    -0.146250712445631E-02 ,    -0.894398169775455E-02 , 
  22.33000 ,    -0.240596025636600E+00 ,    -0.270852377175181E-01 ,     0.395111597611999E-01 ,    -0.532007518846526E+00 ,    -0.161658375100981E-01 ,    -0.328723177495472E-01 , 
  22.34000 ,    -0.216439267319690E+00 ,     0.749879825678407E-01 ,     0.360117447429336E-01 ,    -0.434758756358283E+00 ,    -0.402906118922759E-01 ,    -0.568862341482719E-01 , 
  22.35000 ,    -0.200443991364326E+00 ,     0.117166582230339E+00 ,     0.332479967455956E-01 ,    -0.420677961501896E+00 ,    -0.625916911777011E-01 ,    -0.753653565332178E-01 , 
  22.36000 ,    -0.186291502915486E+00 ,     0.102755754948518E+00 ,     0.277087538872740E-01 ,    -0.480130316419687E+00 ,    -0.720414079285953E-01 ,    -0.835348378242340E-01 , 
  22.37000 ,    -0.164912522684781E+00 ,     0.503430930749244E-01 ,     0.162358050052648E-01 ,    -0.576881878477706E+00 ,    -0.605482311515965E-01 ,    -0.785361268516111E-01 , 
  22.38000 ,    -0.127130551692141E+00 ,    -0.108812576880837E-01 ,    -0.308177924867413E-02 ,    -0.656870026440175E+00 ,    -0.250201958303428E-01 ,    -0.601139644756696E-01 , 
  22.39000 ,    -0.664823040370548E-01 ,    -0.484160798976976E-01 ,    -0.302988869523928E-01 ,    -0.661824349095986E+00 ,     0.316772445287742E-01 ,    -0.307594524044169E-01 , 
  22.40000 ,     0.184457457240670E-01 ,    -0.346964967213086E-01 ,    -0.634409674263284E-01 ,    -0.544714835087809E+00 ,     0.101079640391904E+00 ,     0.473573966838242E-02 , 
  22.41000 ,     0.122739805959724E+00 ,     0.456137248264675E-01 ,    -0.988152419544574E-01 ,    -0.283464191718347E+00 ,     0.170729134927811E+00 ,     0.402307565850042E-01 , 
  22.42000 ,     0.235300881114720E+00 ,     0.191017160870737E+00 ,    -0.131742261399632E+00 ,     0.110392599183724E+00 ,     0.226696728398095E+00 ,     0.694963213454675E-01 , 
  22.43000 ,     0.340466585802138E+00 ,     0.382415972633462E+00 ,    -0.157543345791867E+00 ,     0.590411591060626E+00 ,     0.256500898987280E+00 ,     0.875166441862826E-01 , 
  22.44000 ,     0.420847717159755E+00 ,     0.586475700238911E+00 ,    -0.172556217203300E+00 ,     0.108204571562252E+01 ,     0.251821143142577E+00 ,     0.915502217485985E-01 , 
  22.45000 ,     0.460834307144675E+00 ,     0.762467097162833E+00 ,    -0.174940407374340E+00 ,     0.149648923882926E+01 ,     0.210446893973332E+00 ,     0.817156650248718E-01 , 
  22.46000 ,     0.450051857288738E+00 ,     0.871117703704736E+00 ,    -0.165079333576211E+00 ,     0.174885547677176E+01 ,     0.137056547829901E+00 ,     0.609698714877508E-01 , 
  22.47000 ,     0.386021847196103E+00 ,     0.883508091433307E+00 ,    -0.145477767445362E+00 ,     0.177687721227056E+01 ,     0.426552936398537E-01 ,     0.344780085903644E-01 , 
  22.48000 ,     0.275412498580364E+00 ,     0.787990553286796E+00 ,    -0.120171103675095E+00 ,     0.155601847523575E+01 ,    -0.572335536364045E-01 ,     0.850864691422349E-02 , 
  22.49000 ,     0.133533880276342E+00 ,     0.593512423167920E+00 ,    -0.937791388640998E-01 ,     0.110748822981561E+01 ,    -0.145283863122632E+00 ,    -0.109071642605838E-01 , 
  22.50000 ,    -0.179163234880087E-01 ,     0.328508453292392E+00 ,    -0.704244450874154E-01 ,     0.497051007111787E+00 ,    -0.205472239922366E+00 ,    -0.192611481671405E-01 , 
  22.51000 ,    -0.154485486567485E+00 ,     0.355145339051240E-01 ,    -0.527724733394867E-01 ,    -0.175546398117070E+00 ,    -0.225982972077459E+00 ,    -0.145176397020917E-01 , 
  22.52000 ,    -0.253306211882084E+00 ,    -0.237374220591191E+00 ,    -0.414272079442855E-01 ,    -0.794678345430970E+00 ,    -0.201362324195603E+00 ,     0.247710799424925E-02 , 
  22.53000 ,    -0.297303181287546E+00 ,    -0.446347195006785E+00 ,    -0.348364890351542E-01 ,    -0.125092215098299E+01 ,    -0.133518837405258E+00 ,     0.282106931850920E-01 , 
  22.54000 ,    -0.278426168473262E+00 ,    -0.560850627126951E+00 ,    -0.297424481096272E-01 ,    -0.146259214166618E+01 ,    -0.313892925768688E-01 ,     0.572907385630832E-01 , 
  22.55000 ,    -0.199244112265561E+00 ,    -0.569687180056355E+00 ,    -0.220819776417385E-01 ,    -0.139218617699325E+01 ,     0.906546549288285E-01 ,     0.836206567996507E-01 , 
  22.56000 ,    -0.725533712420261E-01 ,    -0.482872055313725E+00 ,    -0.813045094753388E-02 ,    -0.105418186455487E+01 ,     0.215346121649853E+00 ,     0.101699906027601E+00 , 
  22.57000 ,     0.809493884085610E-01 ,    -0.328826216937766E+00 ,     0.143838949203357E-01 ,    -0.512397159300505E+00 ,     0.325520976957385E+00 ,     0.107760282220023E+00 , 
  22.58000 ,     0.236485044111491E+00 ,    -0.147544577533388E+00 ,     0.454704016038684E-01 ,     0.132665735457591E+00 ,     0.407007670243697E+00 ,     0.100492314240275E+00 , 
  22.59000 ,     0.369748494317603E+00 ,     0.187017797199628E-01 ,     0.825841172995498E-01 ,     0.763921198018459E+00 ,     0.450874500447862E+00 ,     0.812137995708864E-01 , 
  22.60000 ,     0.461297577362143E+00 ,     0.134999160329626E+00 ,     0.120949081406308E+00 ,     0.127104907374436E+01 ,     0.454635239762834E+00 ,     0.534626337032063E-01 , 
  22.61000 ,     0.499902578862841E+00 ,     0.181545396825442E+00 ,     0.154451676135114E+00 ,     0.157216737149544E+01 ,     0.422224961488782E+00 ,     0.221276550143474E-01 , 
  22.62000 ,     0.484202113515870E+00 ,     0.157735616016500E+00 ,     0.176921964039798E+00 ,     0.162924890082669E+01 ,     0.362802041109922E+00 ,    -0.766653350656875E-02 , 
  22.63000 ,     0.422367196278010E+00 ,     0.816351333253760E-01 ,     0.183521905283675E+00 ,     0.145405560160855E+01 ,     0.288660664565054E+00 ,    -0.316554574874231E-01 , 
  22.64000 ,     0.329894084412886E+00 ,    -0.150337776255762E-01 ,     0.171922719539332E+00 ,     0.110343663090149E+01 ,     0.212705085757484E+00 ,    -0.472603738522690E-01 , 
  22.65000 ,     0.226037705813774E+00 ,    -0.952130184067141E-01 ,     0.142989939166101E+00 ,     0.665170703417309E+00 ,     0.146009083841639E+00 ,    -0.539659723462929E-01 , 
  22.66000 ,     0.129676036661599E+00 ,    -0.126172904964030E+00 ,     0.100797652300786E+00 ,     0.237608176208702E+00 ,     0.959476692898916E-01 ,    -0.531863668424450E-01 , 
  22.67000 ,     0.555006171070073E-01 ,    -0.882195686564062E-01 ,     0.519410776301165E-01 ,    -0.922847830411390E-01 ,     0.652515597107288E-01 ,    -0.476815618815187E-01 , 
  22.68000 ,     0.113365432151859E-01 ,     0.196544982318019E-01 ,     0.427595693176699E-02 ,    -0.267566946683537E+00 ,     0.521276772413737E-01 ,    -0.406939288829148E-01 , 
  22.69000 ,    -0.287248289630902E-02 ,     0.178581922412175E+00 ,    -0.346522835981610E-01 ,    -0.272534906654228E+00 ,     0.513553126147175E-01 ,    -0.350369949564965E-01 , 
  22.70000 ,     0.573821786901179E-02 ,     0.353465598111558E+00 ,    -0.591488005020395E-01 ,    -0.134127564357638E+00 ,     0.560578883307233E-01 ,    -0.323723195044369E-01 , 
  22.71000 ,     0.253140742166116E-01 ,     0.500694330219999E+00 ,    -0.665363721915952E-01 ,     0.865881057090094E-01 ,     0.597098315851636E-01 ,    -0.328544678386381E-01 , 
  22.72000 ,     0.425910882355841E-01 ,     0.578193834076523E+00 ,    -0.576829419801975E-01 ,     0.310673232299618E+00 ,     0.578975965529471E-01 ,    -0.352238350566886E-01 , 
  22.73000 ,     0.463448645092736E-01 ,     0.555498353508648E+00 ,    -0.367622301971599E-01 ,     0.461362877491756E+00 ,     0.494223101485132E-01 ,    -0.373080583234677E-01 , 
  22.74000 ,     0.301548493259646E-01 ,     0.421481691688772E+00 ,    -0.102907005712489E-01 ,     0.483098878486815E+00 ,     0.364937057036680E-01 ,    -0.367852708847614E-01 , 
