Structure file path : glass.cif
List of environment information
Species : Ta
Envtype : both
Site index 142: {'frac_coords': array([0.0226, 0.1806, 0.26  ]), 'type': 'tribip', 'csm': 7.300816663884882, 'volume': 11.487639046172388}
Site index 143: {'frac_coords': array([0.0221, 0.1144, 0.4718]), 'type': 'tribip', 'csm': 11.62670928156115, 'volume': 9.60127701015975}
Site index 144: {'frac_coords': array([0.067 , 0.142 , 0.6215]), 'type': 'tet', 'csm': 5.4828339010997205, 'volume': 2.6989209519635433}
Site index 145: {'frac_coords': array([0.0601, 0.1613, 0.6654]), 'type': 'tet', 'csm': 5.595435923236961, 'volume': 8.143400801829287}
Site index 146: {'frac_coords': array([0.0275, 0.1312, 0.6043]), 'type': 'oct', 'csm': 6.332284681642338, 'volume': 17.141929897049486}
Site index 147: {'frac_coords': array([0.1237, 0.1505, 0.63  ]), 'type': 'oct', 'csm': 9.608411330821019, 'volume': 12.67639902155503}
Site index 148: {'frac_coords': array([0.1898, 0.1569, 0.6216]), 'type': 'tet', 'csm': 7.85657623356639, 'volume': 2.5333280680457193}
Site index 149: {'frac_coords': array([0.2068, 0.1478, 0.5986]), 'type': 'oct', 'csm': 13.050506202160083, 'volume': 20.394230462967293}
Site index 150: {'frac_coords': array([0.2374, 0.1496, 0.6586]), 'type': 'tribip', 'csm': 18.987491320977487, 'volume': 9.040013527227362}
Site index 151: {'frac_coords': array([0.0911, 0.1654, 0.6169]), 'type': 'tet', 'csm': 10.453302443233317, 'volume': 3.9901053632768173}
Site index 152: {'frac_coords': array([0.1053, 0.1453, 0.6588]), 'type': 'tribip', 'csm': 6.3760201112799075, 'volume': 10.719224893940597}
Site index 153: {'frac_coords': array([0.0016, 0.1505, 0.6165]), 'type': 'tet', 'csm': 5.106597380219536, 'volume': 3.352723925495076}
Site index 154: {'frac_coords': array([0.1606, 0.1375, 0.632 ]), 'type': 'tet', 'csm': 7.97851323336847, 'volume': 5.431190771455846}
Site index 155: {'frac_coords': array([0.1473, 0.1527, 0.5962]), 'type': 'tribip', 'csm': 9.959337725467785, 'volume': 9.541308175312903}
Site index 156: {'frac_coords': array([0.1935, 0.189 , 0.4916]), 'type': 'tribip', 'csm': 6.922016138445593, 'volume': 10.715708094519298}
Site index 157: {'frac_coords': array([0.1469, 0.1305, 0.507 ]), 'type': 'tet', 'csm': 5.732375018814917, 'volume': 6.459228970985704}
Site index 158: {'frac_coords': array([0.1495, 0.1962, 0.7245]), 'type': 'tribip', 'csm': 7.8797226918940835, 'volume': 9.068713289337275}
Site index 159: {'frac_coords': array([0.9978, 0.1054, 0.501 ]), 'type': 'tribip', 'csm': 8.647049330378104, 'volume': 5.91483731917066}
Site index 160: {'frac_coords': array([0.0517, 0.1038, 0.4966]), 'type': 'tribip', 'csm': 9.39754683418151, 'volume': 10.53437929302447}
Site index 161: {'frac_coords': array([0.0997, 0.1839, 0.7288]), 'type': 'tribip', 'csm': 8.345614282714378, 'volume': 9.73492482328259}
Site index 162: {'frac_coords': array([0.1236, 0.1144, 0.5313]), 'type': 'tribip', 'csm': 9.500734209417807, 'volume': 14.234372245572601}
Site index 163: {'frac_coords': array([0.2077, 0.1198, 0.7422]), 'type': 'tribip', 'csm': 16.25101680683135, 'volume': 10.916458982531267}
Site index 164: {'frac_coords': array([0.2281, 0.1937, 0.5286]), 'type': 'tribip', 'csm': 7.735600339236623, 'volume': 10.770583818654707}
Site index 165: {'frac_coords': array([0.1283, 0.1037, 0.4877]), 'type': 'tet', 'csm': 8.08617873499263, 'volume': 3.411280638508986}
Site index 166: {'frac_coords': array([0.0351, 0.1808, 0.5041]), 'type': 'tribip', 'csm': 10.228852569078768, 'volume': 8.795652069363955}
Site index 167: {'frac_coords': array([0.0208, 0.1055, 0.7161]), 'type': 'tribip', 'csm': 17.951905710256945, 'volume': 7.292974246984498}
Site index 168: {'frac_coords': array([0.0726, 0.1466, 0.8795]), 'type': 'oct', 'csm': 16.341810126786836, 'volume': 14.163531293626749}
Site index 169: {'frac_coords': array([0.0351, 0.1563, 0.8807]), 'type': 'tribip', 'csm': 12.5981356140831, 'volume': 7.576736272014708}
Site index 170: {'frac_coords': array([0.0147, 0.1396, 0.8357]), 'type': 'tet', 'csm': 5.1893834813111885, 'volume': 5.031176413162311}
Site index 171: {'frac_coords': array([0.1332, 0.1488, 0.8838]), 'type': 'tribip', 'csm': 10.282409998511119, 'volume': 8.104211414679778}
Site index 172: {'frac_coords': array([0.1876, 0.1527, 0.8741]), 'type': 'tet', 'csm': 6.806624233148851, 'volume': 2.3688419598209904}
Site index 173: {'frac_coords': array([0.2163, 0.128 , 0.871 ]), 'type': 'tribip', 'csm': 16.1858066308433, 'volume': 9.616635060732353}
Site index 174: {'frac_coords': array([0.2255, 0.154 , 0.9   ]), 'type': 'tribip', 'csm': 8.470248950242256, 'volume': 9.853200803168468}
Site index 175: {'frac_coords': array([0.1067, 0.1673, 0.8452]), 'type': 'tribip', 'csm': 6.2816283395694175, 'volume': 12.340680884692151}
Site index 176: {'frac_coords': array([0.1023, 0.1479, 0.902 ]), 'type': 'oct', 'csm': 6.869944911040545, 'volume': 17.32650983479877}
Site index 177: {'frac_coords': array([0.9967, 0.1502, 0.8646]), 'type': 'tet', 'csm': 3.5190372415821236, 'volume': 4.7961695918090665}
Site index 178: {'frac_coords': array([0.1715, 0.1418, 0.8971]), 'type': 'tet', 'csm': 10.955114521486612, 'volume': 3.7042170154002116}
Site index 179: {'frac_coords': array([0.1385, 0.1512, 0.8374]), 'type': 'oct', 'csm': 6.590001511024492, 'volume': 18.609650627729632}
Site index 180: {'frac_coords': array([0.1921, 0.1956, 0.7524]), 'type': 'tet', 'csm': 5.825063908927271, 'volume': 3.379288299650511}
Site index 181: {'frac_coords': array([0.1541, 0.1198, 0.7568]), 'type': 'oct', 'csm': 10.781171523571903, 'volume': 18.344294009597565}
Site index 182: {'frac_coords': array([0.1479, 0.196 , 0.9742]), 'type': 'tribip', 'csm': 3.978651507021698, 'volume': 11.766315360579364}
Site index 183: {'frac_coords': array([0.0017, 0.0947, 0.7476]), 'type': 'tribip', 'csm': 5.083791949523662, 'volume': 7.160956580793544}
Site index 184: {'frac_coords': array([0.0469, 0.1038, 0.7489]), 'type': 'oct', 'csm': 11.27795967874204, 'volume': 16.92885175709284}
Site index 185: {'frac_coords': array([0.093 , 0.183 , 0.9813]), 'type': 'tet', 'csm': 6.712148569653318, 'volume': 4.999565918855516}
Site index 186: {'frac_coords': array([0.1167, 0.1024, 0.7892]), 'type': 'tet', 'csm': 6.930778301693338, 'volume': 5.263660081938742}
Site index 187: {'frac_coords': array([0.2131, 0.1126, 0.9878]), 'type': 'tet', 'csm': 6.231350460738233, 'volume': 4.963635438053175}
Site index 188: {'frac_coords': array([0.2289, 0.19  , 0.7805]), 'type': 'tribip', 'csm': 12.783159993924556, 'volume': 10.835346245642652}
Site index 189: {'frac_coords': array([0.1274, 0.0937, 0.7544]), 'type': 'tribip', 'csm': 3.9797598231463684, 'volume': 5.9851006942315825}
