 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-Sn,Yb-O ,Ti-Ti,Ti-Sn,Ti-O ,Sn-Sn,Sn-O ,O-O  
  31.39000 ,     0.749590838851528E-02 ,    -0.155627368170060E-01 ,     0.174885578894504E-01 ,    -0.316262712327392E-02 ,     0.470448258898718E-02 ,    -0.631979635531086E-03 ,    -0.232226844485102E-01 ,    -0.386054510624591E-01 ,     0.624127030407910E-02 ,     0.417982807816185E-02 , 
  31.40000 ,     0.624957822124823E-02 ,    -0.124542968301363E-01 ,     0.127919094588769E-01 ,    -0.298048185058085E-02 ,     0.803332895563392E-02 ,    -0.366351294998772E-02 ,    -0.262928543666829E-01 ,    -0.381101618681664E-01 ,     0.293709227180507E-02 ,     0.409771406869763E-02 , 
  31.41000 ,     0.375864090046444E-02 ,    -0.863128281028006E-02 ,     0.793138437286419E-02 ,    -0.278086824700773E-02 ,     0.104958882172593E-01 ,    -0.685322565840030E-02 ,    -0.275601137732687E-01 ,    -0.334156982054262E-01 ,     0.884460392150245E-03 ,     0.308509545407663E-02 , 
  31.42000 ,     0.363197364768523E-03 ,    -0.449431700061659E-02 ,     0.355572839909987E-02 ,    -0.271608303730727E-02 ,     0.119383360976911E-01 ,    -0.966319442326657E-02 ,    -0.267534022534042E-01 ,    -0.247831366332342E-01 ,     0.443424526358339E-03 ,     0.120891993698114E-02 , 
  31.43000 ,    -0.344239099564219E-02 ,    -0.612909823720278E-03 ,     0.150093588781739E-03 ,    -0.294252689013566E-02 ,     0.123163588655757E-01 ,    -0.116911427457997E-01 ,    -0.240821400169762E-01 ,    -0.133435035528811E-01 ,     0.158238954537884E-02 ,    -0.125341495088605E-02 , 
  31.44000 ,    -0.709700435137286E-02 ,     0.237982691152005E-02 ,    -0.201677661038646E-02 ,    -0.357037812375317E-02 ,     0.116767321403406E-01 ,    -0.127665778122918E-01 ,    -0.201893213431447E-01 ,    -0.876795884536288E-03 ,     0.389515465341158E-02 ,    -0.386677852291571E-02 , 
  31.45000 ,    -0.100777168137600E-01 ,     0.392228533056640E-02 ,    -0.289566875958054E-02 ,    -0.462034071148764E-02 ,     0.101263915143770E-01 ,    -0.129892389185150E-01 ,    -0.160015497750962E-01 ,     0.105467270032633E-01 ,     0.671016608606655E-02 ,    -0.613089999942667E-02 , 
  31.46000 ,    -0.119994968081163E-01 ,     0.365731134795078E-02 ,    -0.261758216079399E-02 ,    -0.599946350100098E-02 ,     0.779966303607436E-02 ,    -0.126971848509463E-01 ,    -0.125119095934872E-01 ,     0.189874202528705E-01 ,     0.926434065032275E-02 ,    -0.759169617651244E-02 , 
  31.47000 ,    -0.126874331884644E-01 ,     0.152973054873263E-02 ,    -0.142797243231197E-02 ,    -0.750389719004067E-02 ,     0.483404347275149E-02 ,    -0.123693846530908E-01 ,    -0.105477041761523E-01 ,     0.230317400642884E-01 ,     0.108979297791964E-01 ,    -0.794527978517379E-02 , 
  31.48000 ,    -0.122049896465745E-01 ,    -0.217769096860791E-02 ,     0.385519862643218E-03 ,    -0.885016002674951E-02 ,     0.136165864270404E-02 ,    -0.124848910557850E-01 ,    -0.105786228232372E-01 ,     0.220810389969871E-01 ,     0.112218599131744E-01 ,    -0.710991241924138E-02 , 
  31.49000 ,    -0.108315270892698E-01 ,    -0.688201241842195E-02 ,     0.255336042770026E-02 ,    -0.972951992029645E-02 ,    -0.248185006853196E-02 ,    -0.133731429158264E-01 ,    -0.126109801422587E-01 ,     0.164753142518533E-01 ,     0.102159982013243E-01 ,    -0.524846349411412E-02 , 
  31.50000 ,    -0.899386039859910E-02 ,    -0.118062767993980E-01 ,     0.485987768555243E-02 ,    -0.987416808703603E-02 ,    -0.653529564489683E-02 ,    -0.150942560180636E-01 ,    -0.161927425368947E-01 ,     0.742818513980375E-02 ,     0.823405821559881E-02 ,    -0.273550540726100E-02 , 
  31.51000 ,    -0.716723427048387E-02 ,    -0.161320047692953E-01 ,     0.715046000621675E-02 ,    -0.912043824568158E-02 ,    -0.105860647593417E-01 ,    -0.173828369686632E-01 ,    -0.205272321126004E-01 ,    -0.321164680657321E-02 ,     0.591405939378998E-02 ,    -0.762527776226942E-04 , 
  31.52000 ,    -0.576827814191950E-02 ,    -0.191641948215787E-01 ,     0.931484121923711E-02 ,    -0.745430990021266E-02 ,    -0.143521925068253E-01 ,    -0.196747776864616E-01 ,    -0.246672223755658E-01 ,    -0.133220042926336E-01 ,     0.401662698437468E-02 ,     0.220400936102835E-02 , 
  31.53000 ,    -0.506447253903168E-02 ,    -0.204712009392499E-01 ,     0.112576201623124E-01 ,    -0.502790530896850E-02 ,    -0.174833562735949E-01 ,    -0.212167749644946E-01 ,    -0.277419775852245E-01 ,    -0.209172472560530E-01 ,     0.323120005422220E-02 ,     0.367433912230989E-02 , 
  31.54000 ,    -0.512087854286832E-02 ,    -0.199671223247834E-01 ,     0.128698920996664E-01 ,    -0.214188738195214E-02 ,    -0.195875524747324E-01 ,    -0.212376182180527E-01 ,    -0.291622684722286E-01 ,    -0.245236162500759E-01 ,     0.399805439773239E-02 ,     0.408982784811641E-02 , 
  31.55000 ,    -0.579616138449117E-02 ,    -0.179175283796966E-01 ,     0.140143418524778E-01 ,     0.803831633170917E-03 ,    -0.202835550929155E-01 ,    -0.191436724537091E-01 ,    -0.287542873021731E-01 ,    -0.234456454851858E-01 ,     0.639007549806237E-02 ,     0.343946959557313E-02 , 
  31.56000 ,    -0.678828324373703E-02 ,    -0.148673413985041E-01 ,     0.145310376943122E-01 ,     0.338159456100730E-02 ,    -0.192717230297391E-01 ,    -0.146927095440973E-01 ,    -0.267911637424600E-01 ,    -0.178732579473438E-01 ,     0.100834857235605E-01 ,     0.193963538691182E-02 , 
  31.57000 ,    -0.771838689832073E-02 ,    -0.115081656374973E-01 ,     0.142640837432442E-01 ,     0.521525172072982E-02 ,    -0.164092502395724E-01 ,    -0.810267378505926E-02 ,    -0.239160260580807E-01 ,    -0.881281534735376E-02 ,     0.144249287112360E-01 ,    -0.243884069870623E-04 , 
  31.58000 ,    -0.823217000123582E-02 ,    -0.851677208128748E-02 ,     0.131023128005251E-01 ,     0.605093066024392E-02 ,    -0.117723190185197E-01 ,    -0.649425710033868E-04 ,    -0.209770306673100E-01 ,     0.213836557062490E-02 ,     0.185788364839562E-01 ,    -0.199395323443560E-02 , 
  31.59000 ,    -0.809370569923201E-02 ,    -0.640325645676996E-02 ,     0.110222971435797E-01 ,     0.580492990847165E-02 ,    -0.568800209407876E-02 ,     0.834756652544551E-02 ,    -0.188159998495465E-01 ,     0.131232991803982E-01 ,     0.217196064288807E-01 ,    -0.354612195281826E-02 , 
  31.60000 ,    -0.724831612158532E-02 ,    -0.540485428543919E-02 ,     0.812045452543717E-02 ,     0.457931474217092E-02 ,     0.127658250148790E-02 ,     0.158631782590065E-01 ,    -0.180630958895541E-01 ,     0.223918666243434E-01 ,     0.232224927136325E-01 ,    -0.438974453758279E-02 , 
  31.61000 ,    -0.583845238622609E-02 ,    -0.545007528351824E-02 ,     0.462329481842042E-02 ,     0.264270555173478E-02 ,     0.837220794603843E-02 ,     0.212494051034762E-01 ,    -0.189877501992511E-01 ,     0.286274598488216E-01 ,     0.228077656906371E-01 ,    -0.442556175533809E-02 , 
  31.62000 ,    -0.416790958438696E-02 ,    -0.620043469948155E-02 ,     0.870218696184447E-03 ,     0.380987111029729E-03 ,     0.147669386366116E-01 ,     0.235564431617947E-01 ,    -0.214415064916013E-01 ,     0.311697684956859E-01 ,     0.206043207684185E-01 ,    -0.375652042270146E-02 , 
  31.63000 ,    -0.262244147890389E-02 ,    -0.715785509675807E-02 ,    -0.272975033818562E-02 ,    -0.177141208623294E-02 ,     0.196717787354468E-01 ,     0.223137377289665E-01 ,    -0.249052209071563E-01 ,     0.300938623145078E-01 ,     0.171185520057921E-01 ,    -0.264699723378137E-02 , 
  31.64000 ,    -0.156588978639191E-02 ,    -0.780951953323559E-02 ,    -0.575923728865714E-02 ,    -0.340568978426590E-02 ,     0.224703871482873E-01 ,     0.176361848598702E-01 ,    -0.286270015420538E-01 ,     0.261372821353368E-01 ,     0.131170589407306E-01 ,    -0.144240724493017E-02 , 
  31.65000 ,    -0.123759637031703E-02 ,    -0.777263117146623E-02 ,    -0.785910413531471E-02 ,    -0.420417514829413E-02 ,     0.228280683277944E-01 ,     0.102156006302135E-01 ,    -0.318148507979955E-01 ,     0.204989110424131E-01 ,     0.945205684393587E-02 ,    -0.470551978638223E-03 , 
  31.66000 ,    -0.167740246614909E-02 ,    -0.690154664369189E-02 ,    -0.878628413073608E-02 ,    -0.398594282481888E-02 ,     0.207578164112798E-01 ,     0.119789494775321E-02 ,    -0.338347465874687E-01 ,     0.145590924794358E-01 ,     0.687133447063922E-02 ,     0.494225152572727E-04 , 
  31.67000 ,    -0.269865716708567E-02 ,    -0.532918594821740E-02 ,    -0.845093072556674E-02 ,    -0.272633377826522E-02 ,     0.166286118265380E-01 ,    -0.802873471675561E-02 ,    -0.343641041301219E-01 ,     0.958449571864266E-02 ,     0.585725471922397E-02 ,     0.665846531626395E-04 , 
  31.68000 ,    -0.391858335798308E-02 ,    -0.343123249971847E-02 ,    -0.692595978841976E-02 ,    -0.550002230451181E-03 ,     0.111120204908229E-01 ,    -0.160900421368073E-01 ,    -0.334623331618141E-01 ,     0.648098344104660E-02 ,     0.653121145861130E-02 ,    -0.289527193995908E-03 , 
  31.69000 ,    -0.484158122125546E-02 ,    -0.172137029249537E-02 ,    -0.442854954577248E-02 ,     0.229770823954419E-02 ,     0.507519665331196E-02 ,    -0.218726857527094E-01 ,    -0.315415464082931E-01 ,     0.564378443943343E-02 ,     0.864336426324495E-02 ,    -0.747630600217744E-03 , 
  31.70000 ,    -0.497779990968597E-02 ,    -0.703780267133885E-03 ,    -0.127939043577266E-02 ,     0.549287070493937E-02 ,    -0.560906971152514E-03 ,    -0.247111296994359E-01 ,    -0.292460020821554E-01 ,     0.693018364330561E-02 ,     0.116466287766755E-01 ,    -0.974852482636122E-03 , 
  31.71000 ,    -0.396976523463403E-02 ,    -0.720818264452570E-03 ,     0.215014713205545E-02 ,     0.867938839235352E-02 ,    -0.497226424277863E-02 ,    -0.244780111949269E-01 ,    -0.272721534755457E-01 ,     0.975141767983872E-02 ,     0.148339984748106E-01 ,    -0.677742966876955E-03 , 
  31.72000 ,    -0.169642865678244E-02 ,    -0.183618632944664E-02 ,     0.549126040768428E-02 ,     0.115118727074295E-01 ,    -0.756370877183756E-02 ,    -0.215636737714082E-01 ,    -0.261763701320171E-01 ,     0.132540369150752E-01 ,     0.175041393565345E-01 ,     0.302409894209181E-03 , 
  31.73000 ,     0.167224874355391E-02 ,    -0.378619931473806E-02 ,     0.842128358578467E-02 ,     0.136900892047185E-01 ,    -0.805808638792614E-02 ,    -0.167553783935050E-01 ,    -0.262206475861686E-01 ,     0.165425404195148E-01 ,     0.191151010612761E-01 ,     0.192589713935424E-02 , 
  31.74000 ,     0.568674129109477E-02 ,    -0.601562607994354E-02 ,     0.106914682162684E-01 ,     0.149835440708457E-01 ,    -0.652719700096673E-02 ,    -0.110483301794813E-01 ,    -0.272970796380993E-01 ,     0.188885217811040E-01 ,     0.193908628086922E-01 ,     0.394123790467978E-02 , 
  31.75000 ,     0.969725511558751E-02 ,    -0.779383554908165E-02 ,     0.121379538664211E-01 ,     0.152476279125624E-01 ,    -0.336065280815758E-02 ,    -0.543412048822301E-02 ,    -0.289518764704936E-01 ,     0.198779833456307E-01 ,     0.183587108085383E-01 ,     0.592867138625429E-02 , 
  31.76000 ,     0.129867973161818E-01 ,    -0.838659791029124E-02 ,     0.126795481410288E-01 ,     0.144340915179604E-01 ,     0.819117484450815E-03 ,    -0.714535507516708E-03 ,    -0.305042511694289E-01 ,     0.194659752579066E-01 ,     0.163135080261829E-01 ,     0.739276088532869E-02 , 
  31.77000 ,     0.149305249197474E-01 ,    -0.724388807408485E-02 ,     0.123087721766037E-01 ,     0.125981791084616E-01 ,     0.527737642841117E-02 ,     0.262030538212754E-02 ,    -0.312309435976033E-01 ,     0.179318613650154E-01 ,     0.137230663005070E-01 ,     0.788355567016163E-02 , 
  31.78000 ,     0.151461587302277E-01 ,    -0.415821693146205E-02 ,     0.110829028581228E-01 ,     0.990280281824550E-02 ,     0.929869555867811E-02 ,     0.442833259000349E-02 ,    -0.305696989545256E-01 ,     0.157534119080744E-01 ,     0.111024965276444E-01 ,     0.711755235163080E-02 , 
  31.79000 ,     0.136002357493693E-01 ,     0.646962355432374E-03 ,     0.911950894703561E-02 ,     0.661756239200731E-02 ,     0.123044160209866E-01 ,     0.486731589998712E-02 ,    -0.282891378817231E-01 ,     0.134376037971807E-01 ,     0.889131552350152E-02 ,     0.506826044278704E-02 , 
  31.80000 ,     0.106430066390441E-01 ,     0.652427762965397E-02 ,     0.659708004318261E-02 ,     0.310833064737478E-02 ,     0.139350068478971E-01 ,     0.428365527648325E-02 ,    -0.245797663742490E-01 ,     0.113558250338159E-01 ,     0.736404018501230E-02 ,     0.200206152811406E-02 , 
  31.81000 ,     0.695938319287736E-02 ,     0.125088366493086E-01 ,     0.375717025747542E-02 ,    -0.187404097402721E-03 ,     0.140847560238837E-01 ,     0.307404939105974E-02 ,    -0.200397264770119E-01 ,     0.962888500046006E-02 ,     0.659415442121997E-02 ,    -0.155294334145261E-02 , 
  31.82000 ,     0.344149231178743E-02 ,     0.175047379506983E-01 ,     0.901533596489680E-03 ,    -0.280259317911702E-02 ,     0.128867015462528E-01 ,     0.156037324951222E-02 ,    -0.155547449361718E-01 ,     0.809350160815267E-02 ,     0.647583123560488E-02 ,    -0.490197860633141E-02 , 
  31.83000 ,     0.100618066385727E-02 ,     0.205130138679738E-01 ,    -0.162280970070219E-02 ,    -0.429944104067404E-02 ,     0.106559305318334E-01 ,    -0.881410968785977E-04 ,    -0.120982710614037E-01 ,     0.636019785898845E-02 ,     0.679189423117555E-02 ,    -0.732414835482070E-02 , 
  31.84000 ,     0.394265236124255E-03 ,     0.208513487902281E-01 ,    -0.345530465507622E-02 ,    -0.433918319398261E-02 ,     0.780715942121033E-02 ,    -0.186639267639679E-02 ,    -0.104984408477566E-01 ,     0.394816172102474E-02 ,     0.730445890245122E-02 ,    -0.822863620401739E-02 , 
  31.85000 ,     0.199429228122006E-02 ,     0.183161156899115E-01 ,    -0.427034799682605E-02 ,    -0.275188148017659E-02 ,     0.476631310771713E-02 ,    -0.387933176850890E-02 ,    -0.112280710441536E-01 ,     0.461636915716966E-03 ,     0.783962494014009E-02 ,    -0.729179540880794E-02 , 
  31.86000 ,     0.573044918746835E-02 ,     0.132488157132763E-01 ,    -0.383652399697525E-02 ,     0.408256047954806E-03 ,     0.189506194846671E-02 ,    -0.624230177722348E-02 ,    -0.142698467172225E-01 ,    -0.423992282523831E-02 ,     0.834068488915740E-02 ,    -0.454338154282905E-02 , 
  31.87000 ,     0.110424098674615E-01 ,     0.648941643353560E-02 ,    -0.207518022152776E-02 ,     0.483705075543210E-02 ,    -0.557578736113657E-03 ,    -0.896932899057304E-02 ,    -0.190919970040618E-01 ,    -0.992616931891467E-02 ,     0.887454216077117E-02 ,    -0.380575336288592E-03 , 
  31.88000 ,     0.169665420079742E-01 ,    -0.776190357343527E-03 ,     0.896141018906361E-03 ,     0.999577251837298E-02 ,    -0.247006534858755E-02 ,    -0.118870868825246E-01 ,    -0.247439768062364E-01 ,    -0.159710945913855E-01 ,     0.959044586473083E-02 ,     0.449601517112568E-02 , 
  31.89000 ,     0.223067968677934E-01 ,    -0.724394077580444E-02 ,     0.474937050401978E-02 ,     0.151726262883949E-01 ,    -0.383143852673949E-02 ,    -0.146059034728273E-01 ,    -0.300531184028985E-01 ,    -0.214341896856975E-01 ,     0.106446927378670E-01 ,     0.921296370275052E-02 , 
  31.90000 ,     0.258641734950673E-01 ,    -0.117470499016120E-01 ,     0.897012923757418E-02 ,     0.195857095647472E-01 ,    -0.470183919289607E-02 ,    -0.165637997236293E-01 ,    -0.338787522648561E-01 ,    -0.252364178392396E-01 ,     0.121155429049858E-01 ,     0.128948386035512E-01 , 
  31.91000 ,     0.266800932387335E-01 ,    -0.134852622725797E-01 ,     0.129221761129477E-01 ,     0.225129039267017E-01 ,    -0.516398597681539E-02 ,    -0.171390752897282E-01 ,    -0.353658594381465E-01 ,    -0.263953476938464E-01 ,     0.139362521151655E-01 ,     0.148394713483553E-01 , 
  31.92000 ,     0.242443836684499E-01 ,    -0.121795298463493E-01 ,     0.159444214375561E-01 ,     0.234260807600169E-01 ,    -0.527998026814421E-02 ,    -0.158067437354562E-01 ,    -0.341394765422123E-01 ,    -0.242668442553234E-01 ,     0.158697339763684E-01 ,     0.146604220990499E-01 , 
  31.93000 ,     0.186240762830104E-01 ,    -0.811994008272009E-02 ,     0.174641963747517E-01 ,     0.221029855414130E-01 ,    -0.506501664005013E-02 ,    -0.122995763904998E-01 ,    -0.303941515217225E-01 ,    -0.187357334413923E-01 ,     0.175370249848127E-01 ,     0.123661081027061E-01 , 
  31.94000 ,     0.104839730434881E-01 ,    -0.209791199028908E-02 ,     0.171048235991645E-01 ,     0.186916821175660E-01 ,    -0.448409054030838E-02 ,    -0.672973100404113E-02 ,    -0.248567303282007E-01 ,    -0.103064739742666E-01 ,     0.184964484224867E-01 ,     0.835855775643738E-02 , 
  31.95000 ,     0.991069685987850E-03 ,     0.476135746722946E-02 ,     0.147646016409904E-01 ,     0.137097689007362E-01 ,    -0.347111269540496E-02 ,     0.366397072001106E-03 ,    -0.186300063550198E-01 ,    -0.655315818913505E-04 ,     0.183553084269133E-01 ,     0.335202582187293E-02 , 
  31.96000 ,    -0.838181654394607E-02 ,     0.112290676177426E-01 ,     0.106487267143717E-01 ,     0.797263671000862E-02 ,    -0.196367637230144E-02 ,     0.808056766611003E-02 ,    -0.129523761497703E-01 ,     0.104846029322848E-01 ,     0.168852736928866E-01 ,    -0.177109345161391E-02 , 
  31.97000 ,    -0.161172514104025E-01 ,     0.162158144605178E-01 ,     0.524474968571200E-02 ,     0.245951258708354E-02 ,     0.574113467485460E-04 ,     0.152795443492314E-01 ,    -0.892808777926657E-02 ,     0.196903584334774E-01 ,     0.141094235241161E-01 ,    -0.613630770218961E-02 , 
  31.98000 ,    -0.209295754755901E-01 ,     0.189761230032228E-01 ,    -0.755996865317043E-03 ,    -0.186015576159970E-02 ,     0.253588242458824E-02 ,     0.208196307353346E-01 ,    -0.728935621385926E-02 ,     0.260577899768782E-01 ,     0.103343815390838E-01 ,    -0.904777822082166E-02 , 
  31.99000 ,    -0.220029954854458E-01 ,     0.192330044727661E-01 ,    -0.657666484308314E-02 ,    -0.420745082819827E-02 ,     0.532509720809210E-02 ,     0.237834448777128E-01 ,    -0.824400309075866E-02 ,     0.285434041896517E-01 ,     0.611392064927906E-02 ,    -0.101182279638325E-01 , 
  32.00000 ,    -0.191447835726517E-01 ,     0.171996748515018E-01 ,    -0.114894017479487E-01 ,    -0.414574575389689E-02 ,     0.819597333788253E-02 ,     0.236850133630722E-01 ,    -0.114422035739368E-01 ,     0.267616108890575E-01 ,     0.214771361980196E-02 ,    -0.933185236703983E-02 , 
  32.01000 ,    -0.128233178646935E-01 ,     0.134986895612968E-01 ,    -0.149386323899178E-01 ,    -0.167135295660206E-02 ,     0.108673614053212E-01 ,     0.205935585792856E-01 ,    -0.160681814194941E-01 ,     0.210619671300500E-01 ,    -0.863896578712987E-03 ,    -0.702899613597943E-02 , 
  32.02000 ,    -0.408319354940873E-02 ,     0.900104828601509E-02 ,    -0.166278319604827E-01 ,     0.277787248469052E-02 ,     0.130527281220175E-01 ,     0.151428855232575E-01 ,    -0.210338615970678E-01 ,     0.124570949116618E-01 ,    -0.237566244857447E-02 ,    -0.381839739336499E-02 , 
  32.03000 ,     0.564624314033262E-02 ,     0.462432696150491E-02 ,    -0.165525723739862E-01 ,     0.840061955725851E-02 ,     0.145128223235597E-01 ,     0.841850271936080E-02 ,    -0.252283526972757E-01 ,     0.241483075149188E-02 ,    -0.212581680801252E-02 ,    -0.438152301459853E-03 , 
  32.04000 ,     0.148117218659482E-01 ,     0.113607260980125E-02 ,    -0.149747428327266E-01 ,     0.141835069048669E-01 ,     0.151023616260090E-01 ,     0.174275131124126E-02 ,    -0.277650643212318E-01 ,    -0.744157337387265E-02 ,    -0.204246662715867E-03 ,     0.240313549518901E-02 , 
  32.05000 ,     0.220156384039762E-01 ,    -0.994755825634375E-03 ,    -0.123461685917622E-01 ,     0.190965062460890E-01 ,     0.148000261542790E-01 ,    -0.359739999118505E-02 ,    -0.281699662511793E-01 ,    -0.156605073446578E-01 ,     0.295870309361264E-02 ,     0.417043650333092E-02 , 
  32.06000 ,     0.262605962943064E-01 ,    -0.166844444890352E-02 ,    -0.920116553203384E-02 ,     0.222930398181294E-01 ,     0.137148112100421E-01 ,    -0.662055778336932E-02 ,    -0.264693720636147E-01 ,    -0.212450923475280E-01 ,     0.668292238361247E-02 ,     0.460158318295127E-02 , 
  32.07000 ,     0.271126373891388E-01 ,    -0.113653762722698E-02 ,    -0.604409795976967E-02 ,     0.232734995692001E-01 ,     0.120671116273130E-01 ,    -0.685856546262610E-02 ,    -0.231599705467495E-01 ,    -0.238306033827609E-01 ,     0.101891500400549E-01 ,     0.374272973690113E-02 , 
  32.08000 ,     0.247536033284966E-01 ,     0.948304262784604E-04 ,    -0.325812727815646E-02 ,     0.219779484454609E-01 ,     0.101484878865862E-01 ,    -0.445398900759866E-02 ,    -0.190717309514699E-01 ,    -0.237181646397389E-01 ,     0.127745584614865E-01 ,     0.191571570950649E-02 , 
  32.09000 ,     0.199154595593346E-01 ,     0.141284061968362E-02 ,    -0.105500952724485E-02 ,     0.187883820224113E-01 ,     0.826858780955745E-02 ,    -0.124079907587531E-03 ,    -0.151591127310680E-01 ,    -0.217591645492374E-01 ,     0.139713273551806E-01 ,    -0.371818612684982E-03 , 
  32.10000 ,     0.137128838607436E-01 ,     0.225932442042938E-02 ,     0.525390598393696E-03 ,     0.144401025477641E-01 ,     0.670016276159487E-02 ,     0.500195594489687E-02 ,    -0.122719000664165E-01 ,    -0.191188354370707E-01 ,     0.136495340444841E-01 ,    -0.255064514917271E-02 , 
  32.11000 ,     0.741019302760649E-02 ,     0.226660073299448E-02 ,     0.157040558487831E-02 ,     0.986132666360946E-02 ,     0.563305204877311E-02 ,     0.963648510957397E-02 ,    -0.109603596929457E-01 ,    -0.169750992144747E-01 ,     0.120387503691739E-01 ,    -0.411913477563323E-02 , 
  32.12000 ,     0.217078844816165E-02 ,     0.133689593511068E-02 ,     0.222104270630347E-02 ,     0.597576008472893E-02 ,     0.514556365349090E-02 ,     0.126207564920910E-01 ,    -0.113597374626913E-01 ,    -0.162236209781142E-01 ,     0.966247821143281E-02 ,    -0.474849132569769E-02 , 
  32.13000 ,    -0.116059713013702E-02 ,    -0.350655514775978E-03 ,     0.259331994025537E-02 ,     0.351097260235067E-02 ,     0.519755771304480E-02 ,     0.131808867352215E-01 ,    -0.131789442965933E-01 ,    -0.172584503035145E-01 ,     0.720114308485478E-02 ,    -0.434201990410203E-02 , 
  32.14000 ,    -0.220072283003041E-02 ,    -0.240337513908670E-02 ,     0.271902412280767E-02 ,     0.285407008861385E-02 ,     0.564479895681684E-02 ,     0.110943868265712E-01 ,    -0.157926746204737E-01 ,    -0.198798501752463E-01 ,     0.531739453165008E-02 ,    -0.303797624230682E-02 , 
  32.15000 ,    -0.107014412700725E-02 ,    -0.432988197610385E-02 ,     0.252455621479857E-02 ,     0.398556788345544E-02 ,     0.626991937830298E-02 ,     0.672964427824864E-02 ,    -0.184113969856888E-01 ,    -0.233508904134503E-01 ,     0.448731870031164E-02 ,    -0.115891988492532E-02 , 
  32.16000 ,     0.166923492823769E-02 ,    -0.567584279740424E-02 ,     0.185531773164082E-02 ,     0.650481001407484E-02 ,     0.682255006598266E-02 ,     0.950181184794797E-03 ,    -0.202855901702969E-01 ,    -0.265890139126140E-01 ,     0.488021110561970E-02 ,     0.877448125543268E-03 , 
  32.17000 ,     0.516393386197509E-02 ,    -0.614610909080355E-02 ,     0.539486178417979E-03 ,     0.973965991007617E-02 ,     0.706034647342013E-02 ,    -0.509308171413286E-02 ,    -0.208934656582144E-01 ,    -0.284463257666890E-01 ,     0.631782503607001E-02 ,     0.266294946702982E-02 , 
  32.18000 ,     0.847109117317817E-02 ,    -0.568316175860002E-02 ,    -0.152732632616432E-02 ,     0.129141700952935E-01 ,     0.678372956346480E-02 ,    -0.102322897768777E-01 ,    -0.200667009004065E-01 ,    -0.280105100185467E-01 ,     0.832426427257920E-02 ,     0.389374352363170E-02 , 
  32.19000 ,     0.107684390029419E-01 ,    -0.448328666617765E-02 ,    -0.430269321132796E-02 ,     0.153348711700590E-01 ,     0.585970118110904E-02 ,    -0.135520770548015E-01 ,    -0.180248667333031E-01 ,    -0.248523793161666E-01 ,     0.102547653675437E-01 ,     0.443358704182901E-02 , 
  32.20000 ,     0.115272647385814E-01 ,    -0.294750612630585E-02 ,    -0.755006590411844E-02 ,     0.165522392150779E-01 ,     0.423325189526820E-02 ,    -0.145946591358502E-01 ,    -0.153121323419366E-01 ,    -0.191577774984308E-01 ,     0.114712476103909E-01 ,     0.433235055905139E-02 , 
  32.21000 ,     0.106128345644397E-01 ,    -0.158016237910061E-02 ,    -0.108433876699640E-01 ,     0.164598071136401E-01 ,     0.192776672794158E-02 ,    -0.134527080468640E-01 ,    -0.126537919067779E-01 ,    -0.117084270708176E-01 ,     0.115198973413828E-01 ,     0.379780101990423E-02 , 
  32.22000 ,     0.829328480539434E-02 ,    -0.860419830866033E-03 ,    -0.136304041171666E-01 ,     0.153079897064542E-01 ,    -0.962285299451853E-03 ,    -0.107288295949663E-01 ,    -0.107693558481646E-01 ,    -0.371225803568995E-02 ,     0.102645430900584E-01 ,     0.312981079061870E-02 , 
  32.23000 ,     0.515813916910719E-02 ,    -0.111800253248637E-02 ,    -0.153453988384975E-01 ,     0.136296844763097E-01 ,    -0.428259918372743E-02 ,    -0.737218169110710E-02 ,    -0.101888336488419E-01 ,     0.347958252437931E-02 ,     0.793978357616493E-02 ,     0.263465651389622E-02 , 
  32.24000 ,     0.196704279905534E-02 ,    -0.244297328017497E-02 ,    -0.155471858864083E-01 ,     0.120954990887201E-01 ,    -0.783127882052834E-02 ,    -0.443199453661436E-02 ,    -0.111172002378297E-01 ,     0.870316520268928E-02 ,     0.510742873039249E-02 ,     0.254105234171857E-02 , 
  32.25000 ,    -0.536094641615294E-03 ,    -0.465087195730100E-02 ,    -0.140485072373762E-01 ,     0.113332248560940E-01 ,    -0.113708499138058E-01 ,    -0.278754883208064E-02 ,    -0.133795162389115E-01 ,     0.112801121541225E-01 ,     0.252407123952526E-02 ,     0.293828139231272E-02 , 
  32.26000 ,    -0.180160154035054E-02 ,    -0.731126448713437E-02 ,    -0.110014586750464E-01 ,     0.117549858224576E-01 ,    -0.146406917413836E-01 ,    -0.291982860697938E-02 ,    -0.164590233760989E-01 ,     0.112092624051205E-01 ,     0.950520618782013E-03 ,     0.375076845617501E-02 , 
  32.27000 ,    -0.160564112539365E-02 ,    -0.983295598938829E-02 ,    -0.691120917370640E-02 ,     0.134342180703694E-01 ,    -0.173718482876320E-01 ,    -0.478023072049677E-02 ,    -0.196178021824252E-01 ,     0.920006093818026E-02 ,     0.949612059099764E-03 ,     0.475428443315431E-02 , 
  32.28000 ,    -0.106222928894475E-03 ,    -0.115862823012690E-01 ,    -0.256579250266244E-02 ,     0.160634635655995E-01 ,    -0.193063744577121E-01 ,    -0.778870020026096E-02 ,    -0.220698237123668E-01 ,     0.653208877897540E-02 ,     0.272342031520188E-02 ,     0.562896125613519E-02 , 
