 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   1.38000 ,     0.842223785065253E+00 ,    -0.754676935132912E+00 ,    -0.969944555225874E+00 , 
   1.40000 ,     0.193359892982669E+01 ,    -0.973398784695158E+00 ,    -0.930476530519678E+00 , 
   1.42000 ,     0.281164033233900E+01 ,    -0.115849671068291E+01 ,    -0.897748226019337E+00 , 
   1.44000 ,     0.314264540452713E+01 ,    -0.125312982615488E+01 ,    -0.881203737895556E+00 , 
   1.46000 ,     0.277151458956320E+01 ,    -0.121520273586996E+01 ,    -0.887273078189301E+00 , 
   1.48000 ,     0.182757819420089E+01 ,    -0.105187998030788E+01 ,    -0.912060733875751E+00 , 
   1.50000 ,     0.703894180428454E+00 ,    -0.837044410223963E+00 ,    -0.937483453540363E+00 , 
   1.52000 ,    -0.969383974007938E-01 ,    -0.691203378715778E+00 ,    -0.935834429208259E+00 , 
   1.54000 ,    -0.188257582271054E+00 ,    -0.725084459086550E+00 ,    -0.882881573486207E+00 , 
   1.56000 ,     0.510263904783089E+00 ,    -0.974563029182518E+00 ,    -0.773220178419926E+00 , 
   1.58000 ,     0.171660407350430E+01 ,    -0.136694527152204E+01 ,    -0.628180297807983E+00 , 
   1.60000 ,     0.290383181900342E+01 ,    -0.174562133083912E+01 ,    -0.489269380760355E+00 , 
   1.62000 ,     0.354336061875020E+01 ,    -0.194684134007742E+01 ,    -0.398203087449734E+00 , 
   1.64000 ,     0.335746580172583E+01 ,    -0.188871918748263E+01 ,    -0.373435583878205E+00 , 
   1.66000 ,     0.245267608423509E+01 ,    -0.162077539637097E+01 ,    -0.396923395829544E+00 , 
   1.68000 ,     0.126214893868859E+01 ,    -0.130203061431352E+01 ,    -0.420438522435314E+00 , 
   1.70000 ,     0.323653754581240E+00 ,    -0.111654756511804E+01 ,    -0.389941868096552E+00 , 
   1.72000 ,     0.798387534672634E-02 ,    -0.117283471454896E+01 ,    -0.275522606201662E+00 , 
   1.74000 ,     0.340570841531396E+00 ,    -0.144426193974492E+01 ,    -0.900567334769702E-01 , 
   1.76000 ,     0.100886566987166E+01 ,    -0.178442442634830E+01 ,     0.114798568992253E+00 , 
   1.78000 ,     0.154629242669046E+01 ,    -0.200807904378951E+01 ,     0.274137732185989E+00 , 
   1.80000 ,     0.158760200513593E+01 ,    -0.199104494719224E+01 ,     0.343377795290373E+00 , 
   1.82000 ,     0.105505339764313E+01 ,    -0.173332921817240E+01 ,     0.321548380111434E+00 , 
   1.84000 ,     0.179389382056348E+00 ,    -0.135305527268545E+01 ,     0.251626025577835E+00 , 
   1.86000 ,    -0.643845759960121E+00 ,    -0.101921067067740E+01 ,     0.198064474660318E+00 , 
   1.88000 ,    -0.107142267343061E+01 ,    -0.864150343630640E+00 ,     0.214154057285483E+00 , 
   1.90000 ,    -0.979228935137223E+00 ,    -0.923786963492901E+00 ,     0.316816428901946E+00 , 
   1.92000 ,    -0.495564437314273E+00 ,    -0.113294928070012E+01 ,     0.481383282579313E+00 , 
   1.94000 ,     0.984395180370414E-01 ,    -0.137025338149885E+01 ,     0.657259605709428E+00 , 
   1.96000 ,     0.527165951940158E+00 ,    -0.152151430845283E+01 ,     0.794191514576895E+00 , 
   1.98000 ,     0.642854559760743E+00 ,    -0.152649814411752E+01 ,     0.864418968290964E+00 , 
   2.00000 ,     0.455000834020293E+00 ,    -0.138967817834488E+01 ,     0.870136365442296E+00 , 
   2.02000 ,     0.748066415114461E-01 ,    -0.115896832426688E+01 ,     0.835107890581687E+00 , 
   2.04000 ,    -0.369834629092155E+00 ,    -0.892314795818893E+00 ,     0.787984471317889E+00 , 
   2.06000 ,    -0.790542714255849E+00 ,    -0.632879740588598E+00 ,     0.747973047056622E+00 , 
   2.08000 ,    -0.114330213107039E+01 ,    -0.402297254301299E+00 ,     0.720039911886692E+00 , 
   2.10000 ,    -0.140220933477790E+01 ,    -0.207837833678171E+00 ,     0.699816941632516E+00 , 
   2.12000 ,    -0.154030913643616E+01 ,    -0.523135120801732E-01 ,     0.682532529415701E+00 , 
   2.14000 ,    -0.153931913664067E+01 ,     0.620792365998060E-01 ,     0.668942556341884E+00 , 
   2.16000 ,    -0.141691581021361E+01 ,     0.137055239003780E+00 ,     0.664520524437901E+00 , 
   2.18000 ,    -0.123951421471794E+01 ,     0.183307040342434E+00 ,     0.673367003338782E+00 , 
   2.20000 ,    -0.109755185217069E+01 ,     0.221061273575000E+00 ,     0.691901771944539E+00 , 
   2.22000 ,    -0.105182632667746E+01 ,     0.273947429544567E+00 ,     0.707334333336192E+00 , 
   2.24000 ,    -0.108764496464587E+01 ,     0.359231203475906E+00 ,     0.702594874821337E+00 , 
   2.26000 ,    -0.111461031210139E+01 ,     0.479981874835605E+00 ,     0.665181678789902E+00 , 
   2.28000 ,    -0.102062762324215E+01 ,     0.623385563964648E+00 ,     0.594856049478142E+00 , 
   2.30000 ,    -0.749504573409322E+00 ,     0.765835606202942E+00 ,     0.505642495929884E+00 , 
   2.32000 ,    -0.351163303332422E+00 ,     0.882219955197654E+00 ,     0.420669867887342E+00 , 
   2.34000 ,     0.320510336139171E-01 ,     0.955503228332671E+00 ,     0.362188396129406E+00 , 
   2.36000 ,     0.239047828621568E+00 ,     0.983122059085303E+00 ,     0.341592669320103E+00 , 
   2.38000 ,     0.180705438378006E+00 ,     0.977957881900399E+00 ,     0.354287977206309E+00 , 
   2.40000 ,    -0.106622302597487E+00 ,     0.963199644803256E+00 ,     0.381874010610325E+00 , 
   2.42000 ,    -0.475704904429046E+00 ,     0.962371771609135E+00 ,     0.400603912294066E+00 , 
   2.44000 ,    -0.740626678112598E+00 ,     0.988128205654050E+00 ,     0.392093846457245E+00 , 
   2.46000 ,    -0.764079646091578E+00 ,     0.103509081742895E+01 ,     0.351207524417964E+00 , 
   2.48000 ,    -0.513733328910326E+00 ,     0.108138208266227E+01 ,     0.287431044565349E+00 , 
   2.50000 ,    -0.650768280303715E-01 ,     0.109971758958399E+01 ,     0.219256916933861E+00 , 
   2.52000 ,     0.440165285351848E+00 ,     0.107331998441391E+01 ,     0.164572493786601E+00 , 
   2.54000 ,     0.851825404195469E+00 ,     0.100784962951211E+01 ,     0.132032431637517E+00 , 
   2.56000 ,     0.105895623897711E+01 ,     0.931334596099519E+00 ,     0.117794448749236E+00 , 
   2.58000 ,     0.101616721899772E+01 ,     0.880344068569782E+00 ,     0.109052879107680E+00 , 
   2.60000 ,     0.750798573794268E+00 ,     0.879168616289269E+00 ,     0.920792189831008E-01 , 
   2.62000 ,     0.355525801076195E+00 ,     0.924111614867923E+00 ,     0.600638810733828E-01 , 
   2.64000 ,    -0.342060687107948E-01 ,     0.983094335302411E+00 ,     0.163594321059385E-01 , 
   2.66000 ,    -0.280406420051126E+00 ,     0.101205537288875E+01 ,    -0.284167631336591E-01 , 
   2.68000 ,    -0.294434723384501E+00 ,     0.979226715557926E+00 ,    -0.632765856047146E-01 , 
   2.70000 ,    -0.804144200632306E-01 ,     0.883024690730060E+00 ,    -0.833481846813337E-01 , 
   2.72000 ,     0.256358116203416E+00 ,     0.752791385759022E+00 ,    -0.920860115289481E-01 , 
   2.74000 ,     0.550474673186851E+00 ,     0.632027180296352E+00 ,    -0.982481119991521E-01 , 
   2.76000 ,     0.653957182356639E+00 ,     0.554471899443400E+00 ,    -0.110042212424649E+00 , 
   2.78000 ,     0.511509353299442E+00 ,     0.527489392260720E+00 ,    -0.130454805740570E+00 , 
   2.80000 ,     0.190152566837036E+00 ,     0.532093802593706E+00 ,    -0.156661324689235E+00 , 
   2.82000 ,    -0.156580682782719E+00 ,     0.538135422323236E+00 ,    -0.183434469517868E+00 , 
   2.84000 ,    -0.371047007138777E+00 ,     0.523852452067415E+00 ,    -0.207719262785480E+00 , 
   2.86000 ,    -0.372829930167025E+00 ,     0.487191846618784E+00 ,    -0.230903919583212E+00 , 
   2.88000 ,    -0.192282686750667E+00 ,     0.442782549961043E+00 ,    -0.257154705081820E+00 , 
   2.90000 ,     0.597402524834503E-01 ,     0.408411945246650E+00 ,    -0.289138285871226E+00 , 
   2.92000 ,     0.261984361171727E+00 ,     0.391424623123832E+00 ,    -0.324414733788110E+00 , 
   2.94000 ,     0.346390573188871E+00 ,     0.384443186867861E+00 ,    -0.355373997894929E+00 , 
   2.96000 ,     0.318371011745918E+00 ,     0.372445499658964E+00 ,    -0.373115702436499E+00 , 
   2.98000 ,     0.229943862616210E+00 ,     0.345047575555328E+00 ,    -0.372877677869129E+00 , 
   3.00000 ,     0.133782351750999E+00 ,     0.304584457267801E+00 ,    -0.357439339627625E+00 , 
   3.02000 ,     0.544580001637994E-01 ,     0.264214108307647E+00 ,    -0.336155845590516E+00 , 
   3.04000 ,    -0.631970281986221E-02 ,     0.237812300180892E+00 ,    -0.320062221398265E+00 , 
   3.06000 ,    -0.439908310134459E-01 ,     0.229325764372001E+00 ,    -0.315958356143680E+00 , 
   3.08000 ,    -0.351926500204035E-01 ,     0.229415961612667E+00 ,    -0.322964071248416E+00 , 
   3.10000 ,     0.482603654070538E-01 ,     0.221812494199131E+00 ,    -0.333445499132095E+00 , 
   3.12000 ,     0.203791715354204E+00 ,     0.194853705647391E+00 ,    -0.337579448923940E+00 , 
   3.14000 ,     0.372694893010709E+00 ,     0.150118613453337E+00 ,    -0.328815550480852E+00 , 
   3.16000 ,     0.454924768894619E+00 ,     0.102151944897699E+00 ,    -0.307233579070424E+00 , 
   3.18000 ,     0.365691934438737E+00 ,     0.693547222274148E-01 ,    -0.279215109897502E+00 , 
   3.20000 ,     0.100855356036609E+00 ,     0.619029780471529E-01 ,    -0.253930294332811E+00 , 
   3.22000 ,    -0.236106109777198E+00 ,     0.743196197054792E-01 ,    -0.238670392432371E+00 , 
   3.24000 ,    -0.473193313842099E+00 ,     0.872469371104750E-01 ,    -0.235368260171361E+00 , 
   3.26000 ,    -0.460316357343249E+00 ,     0.773799084795380E-01 ,    -0.239847488060732E+00 , 
   3.28000 ,    -0.159603062811590E+00 ,     0.300082901487713E-01 ,    -0.244010700312458E+00 , 
   3.30000 ,     0.320738447325951E+00 ,    -0.524066624955805E-01 ,    -0.239926283675556E+00 , 
   3.32000 ,     0.773314916674397E+00 ,    -0.149735847100294E+00 ,    -0.223982151695118E+00 , 
   3.34000 ,     0.994725642353027E+00 ,    -0.231833728983617E+00 ,    -0.199137484575015E+00 , 
   3.36000 ,     0.886634430934686E+00 ,    -0.270961721532952E+00 ,    -0.173929346552574E+00 , 
   3.38000 ,     0.498882096353418E+00 ,    -0.253973812258883E+00 ,    -0.158249060989312E+00 , 
   3.40000 ,    -0.504929570058395E-02 ,    -0.189467366798215E+00 ,    -0.157607959939377E+00 , 
   3.42000 ,    -0.434543722528746E+00 ,    -0.106703307751580E+00 ,    -0.168847513709042E+00 , 
   3.44000 ,    -0.658795198427982E+00 ,    -0.457449058353327E-01 ,    -0.180095544364962E+00 , 
   3.46000 ,    -0.650064504059744E+00 ,    -0.416223649819051E-01 ,    -0.175865806892990E+00 , 
   3.48000 ,    -0.470885133177245E+00 ,    -0.108511204414267E+00 ,    -0.145262420101636E+00 , 
   3.50000 ,    -0.225658736686835E+00 ,    -0.231279495600249E+00 ,    -0.889423978789145E-01 , 
   3.52000 ,    -0.105033604673867E-01 ,    -0.369732561941817E+00 ,    -0.204759564399435E-01 , 
   3.54000 ,     0.114928606942627E+00 ,    -0.475372033783090E+00 ,     0.395019166067401E-01 , 
   3.56000 ,     0.131231725255665E+00 ,    -0.513748986548507E+00 ,     0.737565930812777E-01 , 
   3.58000 ,     0.510782386406255E-01 ,    -0.481372218044887E+00 ,     0.778271235675615E-01 , 
   3.60000 ,    -0.889289613202928E-01 ,    -0.407756618037474E+00 ,     0.627303077654644E-01 , 
   3.62000 ,    -0.235178790939263E+00 ,    -0.340568045554272E+00 ,     0.490556118560977E-01 , 
   3.64000 ,    -0.329701777809715E+00 ,    -0.321184290518381E+00 ,     0.556085617353972E-01 , 
   3.66000 ,    -0.332192246360248E+00 ,    -0.363776171383008E+00 ,     0.891379424350963E-01 , 
   3.68000 ,    -0.243143094368690E+00 ,    -0.449354532602460E+00 ,     0.141094264708861E+00 , 
   3.70000 ,    -0.111197867399205E+00 ,    -0.537730230320242E+00 ,     0.193076966842379E+00 , 
   3.72000 ,    -0.127687472325004E-01 ,    -0.590013019465634E+00 ,     0.227345186054483E+00 , 
   3.74000 ,    -0.968631312796394E-02 ,    -0.588492183540718E+00 ,     0.235894900992422E+00 , 
   3.76000 ,    -0.108697137174037E+00 ,    -0.543047266601471E+00 ,     0.222951479398614E+00 , 
   3.78000 ,    -0.250225844920669E+00 ,    -0.481973093357078E+00 ,     0.200265139819017E+00 , 
   3.80000 ,    -0.337781216786216E+00 ,    -0.434487724101009E+00 ,     0.179179293672063E+00 , 
   3.82000 ,    -0.293199167453427E+00 ,    -0.416219677892727E+00 ,     0.164992436082932E+00 , 
   3.84000 ,    -0.104605179442707E+00 ,    -0.425451459521780E+00 ,     0.156790183707140E+00 , 
   3.86000 ,     0.162954590732739E+00 ,    -0.449815499352408E+00 ,     0.151594619134956E+00 , 
   3.88000 ,     0.401062229786340E+00 ,    -0.476394868994728E+00 ,     0.148616495142607E+00 , 
   3.90000 ,     0.514703391318083E+00 ,    -0.497334761440355E+00 ,     0.149810042665456E+00 , 
   3.92000 ,     0.467764688778650E+00 ,    -0.508156992782790E+00 ,     0.156371381664326E+00 , 
   3.94000 ,     0.292158985059206E+00 ,    -0.502656964399403E+00 ,     0.164537445246150E+00 , 
   3.96000 ,     0.603991671517821E-01 ,    -0.471199253596018E+00 ,     0.165049607343683E+00 , 
   3.98000 ,    -0.155999503785046E+00 ,    -0.406097804170992E+00 ,     0.148004010110883E+00 , 
   4.00000 ,    -0.314846003707711E+00 ,    -0.311048380626868E+00 ,     0.110400718766640E+00 , 
   4.02000 ,    -0.405054898786194E+00 ,    -0.206696422290128E+00 ,     0.608998663903804E-01 , 
   4.04000 ,    -0.429847302533154E+00 ,    -0.125620356067758E+00 ,     0.174560097989466E-01 , 
   4.06000 ,    -0.391322597506363E+00 ,    -0.970248591167334E-01 ,    -0.186341527932431E-02 , 
   4.08000 ,    -0.290959094982968E+00 ,    -0.129453014632345E+00 ,     0.103951125052252E-01 , 
   4.10000 ,    -0.143574453945608E+00 ,    -0.202846835536132E+00 ,     0.457579308993134E-01 , 
   4.12000 ,     0.118103289030443E-01 ,    -0.276541020087499E+00 ,     0.838381007365243E-01 , 
   4.14000 ,     0.120111595313281E+00 ,    -0.309936105242084E+00 ,     0.103659508621356E+00 , 
   4.16000 ,     0.138021198712583E+00 ,    -0.284135108066247E+00 ,     0.954230969599374E-01 , 
   4.18000 ,     0.643909001640524E-01 ,    -0.211588660824969E+00 ,     0.654241768929624E-01 , 
   4.20000 ,    -0.500148738204583E-01 ,    -0.127892982245594E+00 ,     0.312081563182676E-01 , 
   4.22000 ,    -0.125004973117559E+00 ,    -0.708299677952592E-01 ,     0.103264326232276E-01 , 
   4.24000 ,    -0.956088195910737E-01 ,    -0.594266487217545E-01 ,     0.100263659064862E-01 , 
   4.26000 ,     0.476258248331525E-01 ,    -0.853250504238168E-01 ,     0.242745691410563E-01 , 
   4.28000 ,     0.248376399728258E+00 ,    -0.120627634558903E+00 ,     0.394256362379167E-01 , 
   4.30000 ,     0.412021547087342E+00 ,    -0.136118942712976E+00 ,     0.441450663448094E-01 , 
   4.32000 ,     0.455356927982580E+00 ,    -0.118007662677127E+00 ,     0.367101000375770E-01 , 
   4.34000 ,     0.349970419328999E+00 ,    -0.734307253432042E-01 ,     0.250528073556839E-01 , 
   4.36000 ,     0.135643430229336E+00 ,    -0.229330681659601E-01 ,     0.201141763623043E-01 , 
   4.38000 ,    -0.101216804071045E+00 ,     0.136581211862612E-01 ,     0.275585977415925E-01 , 
   4.40000 ,    -0.269534245888807E+00 ,     0.283946904921697E-01 ,     0.436581809461064E-01 , 
   4.42000 ,    -0.312691906732648E+00 ,     0.271815246816348E-01 ,     0.579118034477328E-01 , 
   4.44000 ,    -0.227205951581129E+00 ,     0.231769604615135E-01 ,     0.601915920549074E-01 , 
   4.46000 ,    -0.570094120843725E-01 ,     0.275717154683066E-01 ,     0.472803763500971E-01 , 
   4.48000 ,     0.128635659272727E+00 ,     0.441809292695875E-01 ,     0.244578447982410E-01 , 
   4.50000 ,     0.261537052648134E+00 ,     0.703186576763603E-01 ,     0.149228406587481E-02 , 
   4.52000 ,     0.296297416364774E+00 ,     0.101475178659280E+00 ,    -0.137706202963477E-01 , 
   4.54000 ,     0.223318432577829E+00 ,     0.135097180193026E+00 ,    -0.197168973522291E-01 , 
   4.56000 ,     0.715638525564896E-01 ,     0.170527030172660E+00 ,    -0.205690554361548E-01 , 
   4.58000 ,    -0.100162270048098E+00 ,     0.206011489178794E+00 ,    -0.221952090127273E-01 , 
   4.60000 ,    -0.223292313054068E+00 ,     0.236347047373496E+00 ,    -0.275470677368213E-01 , 
   4.62000 ,    -0.246153806759978E+00 ,     0.254110562454763E+00 ,    -0.349925969197705E-01 , 
   4.64000 ,    -0.156691706653336E+00 ,     0.254193899114457E+00 ,    -0.403422487819369E-01 , 
   4.66000 ,     0.108079396726270E-01 ,     0.238257750048737E+00 ,    -0.405804552655504E-01 , 
   4.68000 ,     0.190743000914368E+00 ,     0.215319828380968E+00 ,    -0.362581648337852E-01 , 
   4.70000 ,     0.316742790341705E+00 ,     0.197388611499935E+00 ,    -0.308026068533312E-01 , 
   4.72000 ,     0.351487193444356E+00 ,     0.192782488907143E+00 ,    -0.275072446672615E-01 , 
   4.74000 ,     0.299162055415874E+00 ,     0.201649672981368E+00 ,    -0.267224028378078E-01 , 
   4.76000 ,     0.194633117841243E+00 ,     0.216754394399305E+00 ,    -0.255063545953853E-01 , 
   4.78000 ,     0.784497862618431E-01 ,     0.228878932996703E+00 ,    -0.200257218316656E-01 , 
   4.80000 ,    -0.244950876755036E-01 ,     0.232971847115395E+00 ,    -0.887268317459100E-02 , 
   4.82000 ,    -0.108970318977674E+00 ,     0.230811599916231E+00 ,     0.521863248071675E-02 , 
   4.84000 ,    -0.176518915388945E+00 ,     0.228646564933647E+00 ,     0.165786522989606E-01 , 
   4.86000 ,    -0.219560051406282E+00 ,     0.231945787772881E+00 ,     0.199341664599817E-01 , 
   4.88000 ,    -0.218566894100229E+00 ,     0.241315502770801E+00 ,     0.135979641183520E-01 , 
   4.90000 ,    -0.157204148360842E+00 ,     0.252467856423341E+00 ,     0.436835842144872E-03 , 
   4.92000 ,    -0.441002359708417E-01 ,     0.259889667301644E+00 ,    -0.138629281278183E-01 , 
   4.94000 ,     0.783064079225547E-01 ,     0.261084540190561E+00 ,    -0.239325682613350E-01 , 
   4.96000 ,     0.150087166960771E+00 ,     0.258038736541806E+00 ,    -0.272408918308851E-01 , 
   4.98000 ,     0.128890133591467E+00 ,     0.254956070101003E+00 ,    -0.246833959040129E-01 , 
   5.00000 ,     0.209640484623729E-01 ,     0.254363410973731E+00 ,    -0.193700798638838E-01 , 
   5.02000 ,    -0.115569352416065E+00 ,     0.254973261729389E+00 ,    -0.148018481837700E-01 , 
   5.04000 ,    -0.201879906068125E+00 ,     0.253187201600109E+00 ,    -0.136242199409230E-01 , 
   5.06000 ,    -0.186683489872134E+00 ,     0.247024320668372E+00 ,    -0.173028161796483E-01 , 
   5.08000 ,    -0.803140667719647E-01 ,     0.239044226419943E+00 ,    -0.262149056625924E-01 , 
   5.10000 ,     0.495015288877545E-01 ,     0.235355461721950E+00 ,    -0.395161972987273E-01 , 
   5.12000 ,     0.119664196900878E+00 ,     0.240809346775636E+00 ,    -0.547456872414525E-01 , 
   5.14000 ,     0.853145872549562E-01 ,     0.253745470620292E+00 ,    -0.678253556102118E-01 , 
   5.16000 ,    -0.300425141236534E-01 ,     0.264603638292523E+00 ,    -0.741589856117739E-01 , 
   5.18000 ,    -0.148295220324287E+00 ,     0.260386498009212E+00 ,    -0.707599222471003E-01 , 
   5.20000 ,    -0.186020636884415E+00 ,     0.232812359939520E+00 ,    -0.583114005104674E-01 , 
   5.22000 ,    -0.107561482892205E+00 ,     0.184965138433758E+00 ,    -0.416662492565978E-01 , 
   5.24000 ,     0.521511401914349E-01 ,     0.131636538688454E+00 ,    -0.280037999946098E-01 , 
   5.26000 ,     0.208881354241734E+00 ,     0.923521485669909E-01 ,    -0.233267141609250E-01 , 
   5.28000 ,     0.279633203761299E+00 ,     0.808541234939627E-01 ,    -0.292136814783229E-01 , 
   5.30000 ,     0.229727863505524E+00 ,     0.973607800732612E-01 ,    -0.418262249356562E-01 , 
   5.32000 ,     0.879532666422648E-01 ,     0.128433950379908E+00 ,    -0.539285221814144E-01 , 
   5.34000 ,    -0.763413320148914E-01 ,     0.154631837384942E+00 ,    -0.588587928120110E-01 , 
   5.36000 ,    -0.195922688540715E+00 ,     0.161300986760860E+00 ,    -0.541589681381779E-01 , 
   5.38000 ,    -0.239644912789592E+00 ,     0.145985093074453E+00 ,    -0.427371190760062E-01 , 
   5.40000 ,    -0.218687577133668E+00 ,     0.118181462870831E+00 ,    -0.309140875339097E-01 , 
   5.42000 ,    -0.166753814279439E+00 ,     0.920497906064113E-01 ,    -0.245670100380977E-01 , 
   5.44000 ,    -0.112619931082328E+00 ,     0.770103783949466E-01 ,    -0.256803067992526E-01 , 
   5.46000 ,    -0.651372411145020E-01 ,     0.722329744799723E-01 ,    -0.313087116180335E-01 , 
   5.48000 ,    -0.181913659099503E-01 ,     0.682604591113668E-01 ,    -0.354840314584655E-01 , 
   5.50000 ,     0.329905171330487E-01 ,     0.543285779751627E-01 ,    -0.328754224665519E-01 , 
   5.52000 ,     0.802249808762414E-01 ,     0.263703930733304E-01 ,    -0.220482441166689E-01 , 
   5.54000 ,     0.105633021418060E+00 ,    -0.956183315790127E-02 ,    -0.646320425781436E-02 , 
   5.56000 ,     0.965548676883298E-01 ,    -0.406384417801856E-01 ,     0.732315300962599E-02 , 
   5.58000 ,     0.589395167793839E-01 ,    -0.551767532727999E-01 ,     0.132340617076968E-01 , 
   5.60000 ,     0.171195601295500E-01 ,    -0.500985915423806E-01 ,     0.905054065839282E-02 , 
   5.62000 ,    -0.129458343512419E-02 ,    -0.332250746032466E-01 ,    -0.224819386093302E-02 , 
   5.64000 ,     0.151738528668597E-01 ,    -0.189651754521897E-01 ,    -0.139140621502225E-01 , 
   5.66000 ,     0.524584463545021E-01 ,    -0.200267321727434E-01 ,    -0.188792098329117E-01 , 
   5.68000 ,     0.788410477666853E-01 ,    -0.401721790168375E-01 ,    -0.133920047910443E-01 , 
   5.70000 ,     0.651891266368741E-01 ,    -0.723537666427377E-01 ,     0.110758412546673E-02 , 
   5.72000 ,     0.417184977054005E-02 ,    -0.103276927930360E+00 ,     0.188855951547133E-01 , 
   5.74000 ,    -0.837290850675286E-01 ,    -0.121568991749030E+00 ,     0.330815415064236E-01 , 
   5.76000 ,    -0.160371741632677E+00 ,    -0.124587472577756E+00 ,     0.393615059631556E-01 , 
   5.78000 ,    -0.189066038612936E+00 ,    -0.119742951964775E+00 ,     0.379707163004894E-01 , 
   5.80000 ,    -0.151293701481960E+00 ,    -0.119522636362935E+00 ,     0.330152325782149E-01 , 
   5.82000 ,    -0.532975617259211E-01 ,    -0.133219102644763E+00 ,     0.294642058905454E-01 , 
   5.84000 ,     0.778583266670034E-01 ,    -0.160428419350927E+00 ,     0.297942521189738E-01 , 
   5.86000 ,     0.204010005881093E+00 ,    -0.190430973166689E+00 ,     0.324717938976555E-01 , 
   5.88000 ,     0.286604367216035E+00 ,    -0.208112224009901E+00 ,     0.333255309866857E-01 , 
